Report Year,Geography,Grievance Category,Grievance Type,Grievance Count,Exempt Grievance Count,Unresolved as of June 30,Resolved,Referred,,,,,
FY2021,San Bernardino,Change of Provider,Change of Provider,1,0,0,1,0,,,,,
FY2021,San Bernardino,Confidentiality Concern,Confidentiality Concern,1,0,0,1,0,,,,,
FY2021,San Bernardino,Other ,Financial,1,0,0,1,0,,,,,
FY2021,San Bernardino,Other ,Lost property,1,0,0,1,0,,,,,
FY2021,San Bernardino,Other ,Operational,5,0,0,5,0,,,,,
FY2021,San Bernardino,Other ,Patients' rights,0,0,0,0,0,,,,,
FY2021,San Bernardino,Other ,Peer behaviors,0,0,0,0,0,,,,,
FY2021,San Bernardino,Other ,Physical environment,2,0,0,2,0,,,,,
FY2021,San Bernardino,Other ,Other grievance not listed above,8,0,0,5,3,,,,,
FY2021,San Bernardino,Other ,All,17,0,0,14,3,,,,,
FY2021,San Bernardino,All,All,88,0,1,71,16,,,,,
FY2021,San Diego,Access,Service not available,0,2,0,2,0,,,,,
FY2021,San Diego,Access,Service not accessible,0,1,0,1,0,,,,,
FY2021,San Diego,Access,Timeliness of services,3,0,1,2,0,,,,,
FY2021,San Diego,Access,24/7 Toll-free access line,0,0,0,0,0,,,,,
FY2021,San Diego,Access,Linguistic services,0,0,0,0,0,,,,,
FY2021,San Diego,Access,Other access issues,1,0,0,1,0,,,,,
FY2021,San Diego,Access,All,4,3,1,6,0,,,,,
FY2021,San Diego,Quality of Care,Staff behavior concerns,26,0,2,24,0,,,,,
FY2021,San Diego,Quality of Care,Treatment issues or concerns,26,0,2,24,0,,,,,
FY2021,San Diego,Quality of Care,Medication concern,23,1,1,23,0,,,,,
FY2021,San Diego,Quality of Care,Cultural appropriateness,0,0,0,0,0,,,,,
FY2021,San Diego,Quality of Care,Other quality of care issues,15,6,0,21,0,,,,,
FY2021,San Diego,Quality of Care,All,90,7,5,92,0,,,,,
FY2021,San Diego,Change of Provider,Change of Provider,0,0,0,0,0,,,,,
FY2021,San Diego,Confidentiality Concern,Confidentiality Concern,3,0,0,3,0,,,,,
FY2021,San Diego,Other ,Financial,0,0,0,0,0,,,,,
FY2021,San Diego,Other ,Lost property,2,0,0,2,0,,,,,
FY2021,San Diego,Other ,Operational,2,0,0,2,0,,,,,
FY2021,San Diego,Other ,Patients' rights,16,0,0,16,0,,,,,
FY2021,San Diego,Other ,Peer behaviors,1,0,0,1,0,,,,,
FY2021,San Diego,Other ,Physical environment,5,0,0,5,0,,,,,
FY2021,San Diego,Other ,Other grievance not listed above,3,0,0,3,0,,,,,
FY2021,San Diego,Other ,All,29,0,0,29,0,,,,,
FY2021,San Diego,All,All,126,10,6,130,0,,,,,
FY2021,San Francisco,Access,Service not available,0,0,0,0,0,,,,,
FY2021,San Francisco,Access,Service not accessible,0,0,0,0,0,,,,,
FY2021,San Francisco,Access,Timeliness of services,0,0,0,0,0,,,,,
FY2021,San Francisco,Access,24/7 Toll-free access line,0,0,0,0,0,,,,,
FY2021,San Francisco,Access,Linguistic services,0,0,0,0,0,,,,,
FY2021,San Francisco,Access,Other access issues,3,0,0,3,0,,,,,
FY2021,San Francisco,Access,All,3,0,0,3,0,,,,,
FY2021,San Francisco,Quality of Care,Staff behavior concerns,19,0,0,19,0,,,,,
FY2021,San Francisco,Quality of Care,Treatment issues or concerns,3,0,0,3,0,,,,,
FY2021,San Francisco,Quality of Care,Medication concern,2,0,0,2,0,,,,,
FY2021,San Francisco,Quality of Care,Cultural appropriateness,0,0,0,0,0,,,,,
FY2021,San Francisco,Quality of Care,Other quality of care issues,4,0,2,2,0,,,,,
FY2021,San Francisco,Quality of Care,All,28,0,2,26,0,,,,,
FY2021,San Francisco,Change of Provider,Change of Provider,4,0,1,3,0,,,,,
FY2021,San Francisco,Confidentiality Concern,Confidentiality Concern,1,0,0,1,0,,,,,
FY2021,San Francisco,Other ,Financial,0,0,0,0,0,,,,,
FY2021,San Francisco,Other ,Lost property,0,0,0,0,0,,,,,
FY2021,San Francisco,Other ,Operational,4,0,0,4,0,,,,,
FY2021,San Francisco,Other ,Patients' rights,2,0,0,2,0,,,,,
FY2021,San Francisco,Other ,Peer behaviors,5,0,0,5,0,,,,,
FY2021,San Francisco,Other ,Physical environment,1,0,0,1,0,,,,,
FY2021,San Francisco,Other ,Other grievance not listed above,3,0,0,3,0,,,,,
FY2021,San Francisco,Other ,All,15,0,0,15,0,,,,,
FY2021,San Francisco,All,All,51,0,3,48,0,,,,,
FY2021,San Joaquin,Access,Service not available,0,0,0,0,0,,,,,
FY2021,San Joaquin,Access,Service not accessible,1,0,0,1,0,,,,,
FY2021,San Joaquin,Access,Timeliness of services,4,0,0,4,0,,,,,
FY2021,San Joaquin,Access,24/7 Toll-free access line,0,0,0,0,0,,,,,
FY2021,San Joaquin,Access,Linguistic services,1,0,0,1,0,,,,,
FY2021,San Joaquin,Access,Other access issues,1,1,0,2,0,,,,,
FY2021,San Joaquin,Access,All,7,1,0,8,0,,,,,
FY2021,San Joaquin,Quality of Care,Staff behavior concerns,22,5,0,27,0,,,,,
FY2021,San Joaquin,Quality of Care,Treatment issues or concerns,11,1,0,12,0,,,,,
FY2021,San Joaquin,Quality of Care,Medication concern,3,1,0,4,0,,,,,
FY2021,San Joaquin,Quality of Care,Cultural appropriateness,0,0,0,0,0,,,,,
FY2021,San Joaquin,Quality of Care,Other quality of care issues,8,0,0,8,0,,,,,
FY2021,San Joaquin,Quality of Care,All,44,7,0,51,0,,,,,
FY2021,San Joaquin,Change of Provider,Change of Provider,1,0,0,1,0,,,,,
FY2021,San Joaquin,Confidentiality Concern,Confidentiality Concern,0,0,0,0,0,,,,,
FY2021,San Joaquin,Other ,Financial,3,0,0,3,0,,,,,
FY2021,San Joaquin,Other ,Lost property,2,0,0,2,0,,,,,
FY2021,San Joaquin,Other ,Operational,2,0,0,2,0,,,,,
FY2021,San Joaquin,Other ,Patients' rights,2,0,0,2,0,,,,,
FY2021,San Joaquin,Other ,Peer behaviors,1,0,0,1,0,,,,,
FY2021,San Joaquin,Other ,Physical environment,0,0,0,0,0,,,,,
FY2021,San Joaquin,Other ,Other grievance not listed above,3,0,0,3,0,,,,,
FY2021,San Joaquin,Other ,All,13,0,0,13,0,,,,,
FY2021,San Joaquin,All,All,65,8,0,73,0,,,,,
FY2021,San Luis Obispo,Access,Service not available,0,0,0,0,0,,,,,
FY2021,San Luis Obispo,Access,Service not accessible,0,0,0,0,0,,,,,
FY2021,San Luis Obispo,Access,Timeliness of services,0,0,0,0,0,,,,,
FY2021,San Luis Obispo,Access,24/7 Toll-free access line,0,0,0,0,0,,,,,
FY2021,San Luis Obispo,Access,Linguistic services,0,0,0,0,0,,,,,
FY2021,San Luis Obispo,Access,Other access issues,0,0,0,0,0,,,,,
FY2021,San Luis Obispo,Access,All,0,0,0,0,0,,,,,
FY2021,San Luis Obispo,Quality of Care,Staff behavior concerns,6,0,0,6,0,,,,,
FY2021,San Luis Obispo,Quality of Care,Treatment issues or concerns,2,0,0,2,0,,,,,
FY2021,San Luis Obispo,Quality of Care,Medication concern,8,0,1,7,0,,,,,
FY2021,San Luis Obispo,Quality of Care,Cultural appropriateness,0,0,0,0,0,,,,,
FY2021,San Luis Obispo,Quality of Care,Other quality of care issues,0,0,0,0,0,,,,,
FY2021,San Luis Obispo,Quality of Care,All,16,0,1,15,0,,,,,
FY2021,San Luis Obispo,Change of Provider,Change of Provider,102,0,2,100,0,,,,,
FY2021,San Luis Obispo,Confidentiality Concern,Confidentiality Concern,2,0,0,2,0,,,,,
FY2021,San Luis Obispo,Other ,Financial,1,0,0,1,0,,,,,
FY2021,San Luis Obispo,Other ,Lost property,0,0,0,0,0,,,,,
FY2021,San Luis Obispo,Other ,Operational,0,0,0,0,0,,,,,
FY2021,San Luis Obispo,Other ,Patients' rights,1,0,1,0,0,,,,,
FY2021,San Luis Obispo,Other ,Peer behaviors,0,0,0,0,0,,,,,
FY2021,San Luis Obispo,Other ,Physical environment,0,0,0,0,0,,,,,
FY2021,San Luis Obispo,Other ,Other grievance not listed above,0,0,0,0,0,,,,,
FY2021,San Luis Obispo,Other ,All,2,0,1,1,0,,,,,
FY2021,San Luis Obispo,All,All,122,0,4,118,0,,,,,
FY2021,San Mateo,Access,Service not available,3,0,0,3,0,,,,,
FY2021,San Mateo,Access,Service not accessible,0,0,0,0,0,,,,,
FY2021,San Mateo,Access,Timeliness of services,2,0,1,1,0,,,,,
FY2021,San Mateo,Access,24/7 Toll-free access line,0,0,0,0,0,,,,,
FY2021,San Mateo,Access,Linguistic services,0,0,0,0,0,,,,,
FY2021,San Mateo,Access,Other access issues,0,0,0,0,0,,,,,
FY2021,San Mateo,Access,All,5,0,1,4,0,,,,,
FY2021,San Mateo,Quality of Care,Staff behavior concerns,43,2,5,36,4,,,,,
FY2021,San Mateo,Quality of Care,Treatment issues or concerns,17,0,2,13,2,,,,,
FY2021,San Mateo,Quality of Care,Medication concern,4,0,2,2,0,,,,,
FY2021,San Mateo,Quality of Care,Cultural appropriateness,0,0,0,0,0,,,,,
FY2021,San Mateo,Quality of Care,Other quality of care issues,0,0,0,0,0,,,,,
FY2021,San Mateo,Quality of Care,All,64,2,9,51,6,,,,,
FY2021,San Mateo,Change of Provider,Change of Provider,0,0,0,0,0,,,,,
FY2021,San Mateo,Confidentiality Concern,Confidentiality Concern,1,0,0,1,0,,,,,
FY2021,San Mateo,Other ,Financial,4,0,0,4,0,,,,,
FY2021,San Mateo,Other ,Lost property,1,0,0,1,0,,,,,
FY2021,San Mateo,Other ,Operational,10,0,0,10,0,,,,,
FY2021,San Mateo,Other ,Patients' rights,2,0,0,2,0,,,,,
FY2021,San Mateo,Other ,Peer behaviors,1,0,0,1,0,,,,,
FY2021,San Mateo,Other ,Physical environment,2,0,2,0,0,,,,,
FY2021,San Mateo,Other ,Other grievance not listed above,0,0,0,0,0,,,,,
FY2021,San Mateo,Other ,All,20,0,2,18,0,,,,,
FY2021,San Mateo,All,All,90,2,12,74,6,,,,,
FY2021,Santa Barbara,Access,Service not available,0,1,0,1,0,,,,,
FY2021,Santa Barbara,Access,Service not accessible,1,0,0,1,0,,,,,
FY2021,Santa Barbara,Access,Timeliness of services,1,0,0,1,0,,,,,
FY2021,Santa Barbara,Access,24/7 Toll-free access line,1,0,0,1,0,,,,,
FY2021,Santa Barbara,Access,Linguistic services,0,0,0,0,0,,,,,
FY2021,Santa Barbara,Access,Other access issues,0,1,0,1,0,,,,,
FY2021,Santa Barbara,Access,All,3,2,0,5,0,,,,,
FY2021,Santa Barbara,Quality of Care,Staff behavior concerns,18,14,1,31,0,,,,,
FY2021,Santa Barbara,Quality of Care,Treatment issues or concerns,10,13,1,22,0,,,,,
FY2021,Santa Barbara,Quality of Care,Medication concern,12,4,0,16,0,,,,,
FY2021,Santa Barbara,Quality of Care,Cultural appropriateness,0,0,0,0,0,,,,,
FY2021,Santa Barbara,Quality of Care,Other quality of care issues,3,11,0,14,0,,,,,
FY2021,Santa Barbara,Quality of Care,All,43,42,2,83,0,,,,,
FY2021,Santa Barbara,Change of Provider,Change of Provider,0,0,0,0,0,,,,,
FY2021,Santa Barbara,Confidentiality Concern,Confidentiality Concern,0,0,0,0,0,,,,,
FY2021,Santa Barbara,Other ,Financial,0,0,0,0,0,,,,,
FY2021,Santa Barbara,Other ,Lost property,0,0,0,0,0,,,,,
FY2021,Santa Barbara,Other ,Operational,0,0,0,0,0,,,,,
FY2021,Santa Barbara,Other ,Patients' rights,7,0,0,7,0,,,,,
FY2021,Santa Barbara,Other ,Peer behaviors,0,0,0,0,0,,,,,
FY2021,Santa Barbara,Other ,Physical environment,0,0,0,0,0,,,,,
FY2021,Santa Barbara,Other ,Other grievance not listed above,9,0,0,9,0,,,,,
FY2021,Santa Barbara,Other ,All,16,0,0,16,0,,,,,
FY2021,Santa Barbara,All,All,62,44,2,104,0,,,,,
FY2021,Santa Clara,Access,Service not available,1,0,0,1,0,,,,,
FY2021,Santa Clara,Access,Service not accessible,3,0,0,3,0,,,,,
FY2021,Santa Clara,Access,Timeliness of services,4,0,0,4,0,,,,,
FY2021,Santa Clara,Access,24/7 Toll-free access line,0,0,0,0,0,,,,,
FY2021,Santa Clara,Access,Linguistic services,0,0,0,0,0,,,,,
FY2021,Santa Clara,Access,Other access issues,5,0,0,5,0,,,,,
FY2021,Santa Clara,Access,All,13,0,0,13,0,,,,,
FY2021,Santa Clara,Quality of Care,Staff behavior concerns,30,0,0,30,0,,,,,
FY2021,Santa Clara,Quality of Care,Treatment issues or concerns,15,0,0,15,0,,,,,
FY2021,Santa Clara,Quality of Care,Medication concern,13,0,1,12,0,,,,,
FY2021,Santa Clara,Quality of Care,Cultural appropriateness,0,0,0,0,0,,,,,
FY2021,Santa Clara,Quality of Care,Other quality of care issues,20,0,0,19,1,,,,,
FY2021,Santa Clara,Quality of Care,All,78,0,1,76,1,,,,,
FY2021,Santa Clara,Change of Provider,Change of Provider,30,0,0,30,0,,,,,
FY2021,Santa Clara,Confidentiality Concern,Confidentiality Concern,0,0,0,0,0,,,,,
FY2021,Santa Clara,Other ,Financial,1,0,0,1,0,,,,,
FY2021,Santa Clara,Other ,Lost property,0,0,0,0,0,,,,,
FY2021,Santa Clara,Other ,Operational,1,0,0,1,0,,,,,
FY2021,Santa Clara,Other ,Patients' rights,1,0,0,1,0,,,,,
FY2021,Santa Clara,Other ,Peer behaviors,0,0,0,0,0,,,,,
FY2021,Santa Clara,Other ,Physical environment,0,0,0,0,0,,,,,
FY2021,Santa Clara,Other ,Other grievance not listed above,2,0,0,2,0,,,,,
FY2021,Santa Clara,Other ,All,5,0,0,5,0,,,,,
FY2021,Santa Clara,All,All,126,0,1,124,1,,,,,
FY2021,Santa Cruz,Access,Service not available,1,0,0,1,0,,,,,
FY2021,Santa Cruz,Access,Service not accessible,0,0,0,0,0,,,,,
FY2021,Santa Cruz,Access,Timeliness of services,1,0,0,1,0,,,,,
FY2021,Santa Cruz,Access,24/7 Toll-free access line,0,0,0,0,0,,,,,
FY2021,Santa Cruz,Access,Linguistic services,0,0,0,0,0,,,,,
FY2021,Santa Cruz,Access,Other access issues,3,0,0,3,0,,,,,
FY2021,Santa Cruz,Access,All,5,0,0,5,0,,,,,
FY2021,Santa Cruz,Quality of Care,Staff behavior concerns,8,0,0,8,0,,,,,
FY2021,Santa Cruz,Quality of Care,Treatment issues or concerns,2,0,0,2,0,,,,,
FY2021,Santa Cruz,Quality of Care,Medication concern,3,0,0,3,0,,,,,
FY2021,Santa Cruz,Quality of Care,Cultural appropriateness,0,0,0,0,0,,,,,
FY2021,Santa Cruz,Quality of Care,Other quality of care issues,8,0,0,8,0,,,,,
FY2021,Santa Cruz,Quality of Care,All,21,0,0,21,0,,,,,
FY2021,Santa Cruz,Change of Provider,Change of Provider,0,0,0,0,0,,,,,
FY2021,Santa Cruz,Confidentiality Concern,Confidentiality Concern,1,0,0,1,0,,,,,
FY2021,Santa Cruz,Other ,Financial,0,0,0,0,0,,,,,
FY2021,Santa Cruz,Other ,Lost property,0,0,0,0,0,,,,,
FY2021,Santa Cruz,Other ,Operational,0,0,0,0,0,,,,,
FY2021,Santa Cruz,Other ,Patients' rights,3,0,0,3,0,,,,,
FY2021,Santa Cruz,Other ,Peer behaviors,0,0,0,0,0,,,,,
FY2021,Santa Cruz,Other ,Physical environment,0,0,0,0,0,,,,,
FY2021,Santa Cruz,Other ,Other grievance not listed above,2,0,0,2,0,,,,,
FY2021,Santa Cruz,Other ,All,5,0,0,5,0,,,,,
FY2021,Santa Cruz,All,All,32,0,0,32,0,,,,,
FY2021,Shasta,Access,Service not available,0,0,0,0,0,,,,,
FY2021,Shasta,Access,Service not accessible,0,0,0,0,0,,,,,
FY2021,Shasta,Access,Timeliness of services,0,0,0,0,0,,,,,
FY2021,Shasta,Access,24/7 Toll-free access line,0,0,0,0,0,,,,,
FY2021,Shasta,Access,Linguistic services,0,0,0,0,0,,,,,
FY2021,Shasta,Access,Other access issues,1,0,0,1,0,,,,,
FY2021,Shasta,Access,All,1,0,0,1,0,,,,,
FY2021,Shasta,Quality of Care,Staff behavior concerns,9,0,0,9,0,,,,,
FY2021,Shasta,Quality of Care,Treatment issues or concerns,2,0,0,2,0,,,,,
FY2021,Shasta,Quality of Care,Medication concern,2,0,0,2,0,,,,,
FY2021,Shasta,Quality of Care,Cultural appropriateness,0,0,0,0,0,,,,,
FY2021,Shasta,Quality of Care,Other quality of care issues,0,0,0,0,0,,,,,
FY2021,Shasta,Quality of Care,All,13,0,0,13,0,,,,,
FY2021,Shasta,Change of Provider,Change of Provider,0,0,0,0,0,,,,,
FY2021,Shasta,Confidentiality Concern,Confidentiality Concern,1,0,0,1,0,,,,,
FY2021,Shasta,Other ,Financial,0,0,0,0,0,,,,,
FY2021,Shasta,Other ,Lost property,0,0,0,0,0,,,,,
FY2021,Shasta,Other ,Operational,0,0,0,0,0,,,,,
FY2021,Shasta,Other ,Patients' rights,7,0,0,0,7,,,,,
FY2021,Shasta,Other ,Peer behaviors,0,0,0,0,0,,,,,
FY2021,Shasta,Other ,Physical environment,0,0,0,0,0,,,,,
FY2021,Shasta,Other ,Other grievance not listed above,1,0,0,1,0,,,,,
FY2021,Shasta,Other ,All,8,0,0,1,7,,,,,
FY2021,Shasta,All,All,23,0,0,16,7,,,,,
FY2021,Siskiyou,Access,Service not available,0,0,0,0,0,,,,,
FY2021,Siskiyou,Access,Service not accessible,0,0,0,0,0,,,,,
FY2021,Siskiyou,Access,Timeliness of services,0,0,0,0,0,,,,,
FY2021,Siskiyou,Access,24/7 Toll-free access line,0,0,0,0,0,,,,,
FY2021,Siskiyou,Access,Linguistic services,0,0,0,0,0,,,,,
FY2021,Siskiyou,Access,Other access issues,0,4,0,4,0,,,,,
FY2021,Siskiyou,Access,All,0,4,0,4,0,,,,,
FY2021,Siskiyou,Quality of Care,Staff behavior concerns,5,2,0,7,0,,,,,
FY2021,Siskiyou,Quality of Care,Treatment issues or concerns,1,0,0,1,0,,,,,
FY2021,Siskiyou,Quality of Care,Medication concern,4,3,1,6,0,,,,,
FY2021,Siskiyou,Quality of Care,Cultural appropriateness,0,0,0,0,0,,,,,
FY2021,Siskiyou,Quality of Care,Other quality of care issues,3,2,0,5,0,,,,,
FY2021,Siskiyou,Quality of Care,All,13,7,1,19,0,,,,,
FY2021,Siskiyou,Change of Provider,Change of Provider,1,0,0,1,0,,,,,
FY2021,Siskiyou,Confidentiality Concern,Confidentiality Concern,0,0,0,0,0,,,,,
FY2021,Siskiyou,Other ,Financial,0,0,0,0,0,,,,,
FY2021,Siskiyou,Other ,Lost property,0,0,0,0,0,,,,,
FY2021,Siskiyou,Other ,Operational,0,0,0,0,0,,,,,
FY2021,Siskiyou,Other ,Patients' rights,0,0,0,0,0,,,,,
FY2021,Siskiyou,Other ,Peer behaviors,0,0,0,0,0,,,,,
FY2021,Siskiyou,Other ,Physical environment,0,0,0,0,0,,,,,
FY2021,Siskiyou,Other ,Other grievance not listed above,0,3,0,3,0,,,,,
FY2021,Siskiyou,Other ,All,0,3,0,3,0,,,,,
FY2021,Siskiyou,All,All,14,14,1,27,0,,,,,
FY2021,Solano,Access,Service not available,0,0,0,0,0,,,,,
FY2021,Solano,Access,Service not accessible,1,0,0,1,0,,,,,
FY2021,Solano,Access,Timeliness of services,1,0,0,1,0,,,,,
FY2021,Solano,Access,24/7 Toll-free access line,0,0,0,0,0,,,,,
FY2021,Solano,Access,Linguistic services,0,0,0,0,0,,,,,
FY2021,Solano,Access,Other access issues,0,0,0,0,0,,,,,
FY2021,Solano,Access,All,2,0,0,2,0,,,,,
FY2021,Solano,Quality of Care,Staff behavior concerns,6,0,0,6,0,,,,,
FY2021,Solano,Quality of Care,Treatment issues or concerns,3,0,0,3,0,,,,,
FY2021,Solano,Quality of Care,Medication concern,15,0,2,13,0,,,,,
FY2021,Solano,Quality of Care,Cultural appropriateness,0,0,0,0,0,,,,,
FY2021,Solano,Quality of Care,Other quality of care issues,8,0,0,8,0,,,,,
FY2021,Solano,Quality of Care,All,32,0,2,30,0,,,,,
FY2021,Solano,Change of Provider,Change of Provider,53,0,1,52,0,,,,,
FY2021,Solano,Confidentiality Concern,Confidentiality Concern,0,0,0,0,0,,,,,
FY2021,Solano,Other ,Financial,1,0,0,1,0,,,,,
FY2021,Solano,Other ,Lost property,0,0,0,0,0,,,,,
FY2021,Solano,Other ,Operational,7,0,1,6,0,,,,,
FY2021,Solano,Other ,Patients' rights,8,0,0,8,0,,,,,
FY2021,Solano,Other ,Peer behaviors,0,0,0,0,0,,,,,
FY2021,Solano,Other ,Physical environment,0,0,0,0,0,,,,,
FY2021,Solano,Other ,Other grievance not listed above,0,0,0,0,0,,,,,
FY2021,Solano,Other ,All,16,0,1,15,0,,,,,
FY2021,Solano,All,All,103,0,4,99,0,,,,,
FY2021,Sonoma,Access,Service not available,0,0,0,0,0,,,,,
FY2021,Sonoma,Access,Service not accessible,0,0,0,0,0,,,,,
FY2021,Sonoma,Access,Timeliness of services,0,0,0,0,0,,,,,
FY2021,Sonoma,Access,24/7 Toll-free access line,0,0,0,0,0,,,,,
FY2021,Sonoma,Access,Linguistic services,0,0,0,0,0,,,,,
FY2021,Sonoma,Access,Other access issues,0,0,0,0,0,,,,,
FY2021,Sonoma,Access,All,0,0,0,0,0,,,,,
FY2021,Sonoma,Quality of Care,Staff behavior concerns,19,3,1,21,0,,,,,
FY2021,Sonoma,Quality of Care,Treatment issues or concerns,14,1,4,10,1,,,,,
FY2021,Sonoma,Quality of Care,Medication concern,4,0,1,2,1,,,,,
FY2021,Sonoma,Quality of Care,Cultural appropriateness,0,0,0,0,0,,,,,
FY2021,Sonoma,Quality of Care,Other quality of care issues,5,1,1,3,2,,,,,
FY2021,Sonoma,Quality of Care,All,42,5,7,36,4,,,,,
FY2021,Sonoma,Change of Provider,Change of Provider,4,0,0,4,0,,,,,
FY2021,Sonoma,Confidentiality Concern,Confidentiality Concern,1,0,0,1,0,,,,,
FY2021,Sonoma,Other ,Financial,2,0,1,0,1,,,,,
FY2021,Sonoma,Other ,Lost property,0,0,0,0,0,,,,,
FY2021,Sonoma,Other ,Operational,0,0,0,0,0,,,,,
FY2021,Sonoma,Other ,Patients' rights,5,0,2,1,2,,,,,
FY2021,Sonoma,Other ,Peer behaviors,0,0,0,0,0,,,,,
FY2021,Sonoma,Other ,Physical environment,1,0,0,1,0,,,,,
FY2021,Sonoma,Other ,Other grievance not listed above,3,0,0,0,3,,,,,
FY2021,Sonoma,Other ,All,11,0,3,2,6,,,,,
FY2021,Sonoma,All,All,58,5,10,43,10,,,,,
FY2021,Stanislaus,Access,Service not available,0,0,0,0,0,,,,,
FY2021,Stanislaus,Access,Service not accessible,0,0,0,0,0,,,,,
FY2021,Stanislaus,Access,Timeliness of services,0,0,0,0,0,,,,,
FY2021,Stanislaus,Access,24/7 Toll-free access line,0,0,0,0,0,,,,,
FY2021,Stanislaus,Access,Linguistic services,0,0,0,0,0,,,,,
FY2021,Stanislaus,Access,Other access issues,1,0,0,1,0,,,,,
FY2021,Stanislaus,Access,All,1,0,0,1,0,,,,,
FY2021,Stanislaus,Quality of Care,Staff behavior concerns,2,0,0,2,0,,,,,
FY2021,Stanislaus,Quality of Care,Treatment issues or concerns,0,0,0,0,0,,,,,
FY2021,Stanislaus,Quality of Care,Medication concern,1,0,0,1,0,,,,,
FY2021,Stanislaus,Quality of Care,Cultural appropriateness,0,0,0,0,0,,,,,
FY2021,Stanislaus,Quality of Care,Other quality of care issues,4,0,0,4,0,,,,,
FY2021,Stanislaus,Quality of Care,All,7,0,0,7,0,,,,,
FY2021,Stanislaus,Change of Provider,Change of Provider,1,0,0,1,0,,,,,
FY2021,Stanislaus,Confidentiality Concern,Confidentiality Concern,2,0,0,2,0,,,,,
FY2021,Stanislaus,Other ,Financial,0,0,0,0,0,,,,,
FY2021,Stanislaus,Other ,Lost property,0,0,0,0,0,,,,,
FY2021,Stanislaus,Other ,Operational,0,0,0,0,0,,,,,
FY2021,Stanislaus,Other ,Patients' rights,1,0,0,1,0,,,,,
FY2021,Stanislaus,Other ,Peer behaviors,0,0,0,0,0,,,,,
FY2021,Stanislaus,Other ,Physical environment,0,0,0,0,0,,,,,
FY2021,Stanislaus,Other ,Other grievance not listed above,0,0,0,0,0,,,,,
FY2021,Stanislaus,Other ,All,1,0,0,1,0,,,,,
FY2021,Stanislaus,All,All,12,0,0,12,0,,,,,
FY2021,Sutter-Yuba,Access,Service not available,0,0,0,0,0,,,,,
FY2021,Sutter-Yuba,Access,Service not accessible,0,0,0,0,0,,,,,
FY2021,Sutter-Yuba,Access,Timeliness of services,0,0,0,0,0,,,,,
FY2021,Sutter-Yuba,Access,24/7 Toll-free access line,0,0,0,0,0,,,,,
FY2021,Sutter-Yuba,Access,Linguistic services,0,0,0,0,0,,,,,
FY2021,Sutter-Yuba,Access,Other access issues,0,0,0,0,0,,,,,
FY2021,Sutter-Yuba,Access,All,0,0,0,0,0,,,,,
FY2021,Sutter-Yuba,Quality of Care,Staff behavior concerns,8,0,4,4,0,,,,,
FY2021,Sutter-Yuba,Quality of Care,Treatment issues or concerns,0,0,0,0,0,,,,,
FY2021,Sutter-Yuba,Quality of Care,Medication concern,0,0,0,0,0,,,,,
FY2021,Sutter-Yuba,Quality of Care,Cultural appropriateness,0,0,0,0,0,,,,,
FY2021,Sutter-Yuba,Quality of Care,Other quality of care issues,4,0,0,4,0,,,,,
FY2021,Sutter-Yuba,Quality of Care,All,12,0,4,8,0,,,,,
FY2021,Sutter-Yuba,Change of Provider,Change of Provider,0,0,0,0,0,,,,,
FY2021,Sutter-Yuba,Confidentiality Concern,Confidentiality Concern,0,0,0,0,0,,,,,
FY2021,Sutter-Yuba,Other ,Financial,17,0,0,17,0,,,,,
FY2021,Sutter-Yuba,Other ,Lost property,0,0,0,0,0,,,,,
FY2021,Sutter-Yuba,Other ,Operational,0,0,0,0,0,,,,,
FY2021,Sutter-Yuba,Other ,Patients' rights,0,0,0,0,0,,,,,
FY2021,Sutter-Yuba,Other ,Peer behaviors,0,0,0,0,0,,,,,
FY2021,Sutter-Yuba,Other ,Physical environment,0,0,0,0,0,,,,,
FY2021,Sutter-Yuba,Other ,Other grievance not listed above,2,0,0,2,0,,,,,
FY2021,Sutter-Yuba,Other ,All,19,0,0,19,0,,,,,
FY2021,Sutter-Yuba,All,All,31,0,4,27,0,,,,,
FY2021,Tehama,Access,Service not available,0,0,0,0,0,,,,,
FY2021,Tehama,Access,Service not accessible,0,0,0,0,0,,,,,
FY2021,Tehama,Access,Timeliness of services,0,0,0,0,0,,,,,
FY2021,Tehama,Access,24/7 Toll-free access line,0,0,0,0,0,,,,,
FY2021,Tehama,Access,Linguistic services,0,0,0,0,0,,,,,
FY2021,Tehama,Access,Other access issues,1,0,0,1,0,,,,,
FY2021,Tehama,Access,All,1,0,0,1,0,,,,,
FY2021,Tehama,Quality of Care,Staff behavior concerns,2,0,0,2,0,,,,,
FY2021,Tehama,Quality of Care,Treatment issues or concerns,1,0,0,1,0,,,,,
FY2021,Tehama,Quality of Care,Medication concern,0,0,0,0,0,,,,,
FY2021,Tehama,Quality of Care,Cultural appropriateness,0,0,0,0,0,,,,,
FY2021,Tehama,Quality of Care,Other quality of care issues,1,0,0,1,0,,,,,
FY2021,Tehama,Quality of Care,All,4,0,0,4,0,,,,,
FY2021,Tehama,Change of Provider,Change of Provider,0,0,0,0,0,,,,,
FY2021,Tehama,Confidentiality Concern,Confidentiality Concern,0,0,0,0,0,,,,,
FY2021,Tehama,Other ,Financial,0,0,0,0,0,,,,,
FY2021,Tehama,Other ,Lost property,0,0,0,0,0,,,,,
FY2021,Tehama,Other ,Operational,0,0,0,0,0,,,,,
