County,Year,Quarter,Medication_Assisted_Treatment,members,status,annotation,annotation_description,Date_of_Data,CDO Approval Number
Nevada,2011,Q4,Methadone Program,23,F,,,5/4/2023,CDO-23-0670
Nevada,2012,Q1,Methadone Program,28,F,,,5/4/2023,CDO-23-0670
Nevada,2012,Q2,Methadone Program,26,F,,,5/4/2023,CDO-23-0670
Nevada,2012,Q3,Methadone Program,27,F,,,5/4/2023,CDO-23-0670
Nevada,2012,Q4,Methadone Program,28,F,,,5/4/2023,CDO-23-0670
Nevada,2013,Q1,Methadone Program,27,F,,,5/4/2023,CDO-23-0670
Nevada,2013,Q2,Methadone Program,25,F,,,5/4/2023,CDO-23-0670
Nevada,2013,Q3,Methadone Program,23,F,,,5/4/2023,CDO-23-0670
Nevada,2013,Q4,Methadone Program,28,F,,,5/4/2023,CDO-23-0670
Nevada,2014,Q1,Methadone Program,48,F,,,5/4/2023,CDO-23-0670
Nevada,2014,Q2,Methadone Program,55,F,,,5/4/2023,CDO-23-0670
Nevada,2014,Q3,Methadone Program,64,F,,,5/4/2023,CDO-23-0670
Nevada,2014,Q4,Methadone Program,65,F,,,5/4/2023,CDO-23-0670
Nevada,2015,Q1,Methadone Program,58,F,,,5/4/2023,CDO-23-0670
Nevada,2015,Q2,Methadone Program,63,F,,,5/4/2023,CDO-23-0670
Nevada,2015,Q3,Methadone Program,66,F,,,5/4/2023,CDO-23-0670
Nevada,2015,Q4,Methadone Program,64,F,,,5/4/2023,CDO-23-0670
Nevada,2016,Q1,Methadone Program,67,F,,,5/4/2023,CDO-23-0670
Nevada,2016,Q2,Methadone Program,67,F,,,5/4/2023,CDO-23-0670
Nevada,2016,Q3,Methadone Program,84,F,,,5/4/2023,CDO-23-0670
Nevada,2016,Q4,Methadone Program,82,F,,,5/4/2023,CDO-23-0670
Nevada,2017,Q1,Methadone Program,86,F,,,5/4/2023,CDO-23-0670
Nevada,2017,Q2,Methadone Program,83,F,,,5/4/2023,CDO-23-0670
Nevada,2017,Q3,Methadone Program,77,F,,,5/4/2023,CDO-23-0670
Nevada,2017,Q4,Methadone Program,67,F,,,5/4/2023,CDO-23-0670
Nevada,2018,Q1,Methadone Program,71,F,,,5/4/2023,CDO-23-0670
Nevada,2018,Q2,Methadone Program,75,F,,,5/4/2023,CDO-23-0670
Nevada,2018,Q3,Methadone Program,76,F,,,5/4/2023,CDO-23-0670
Nevada,2018,Q4,Methadone Program,87,F,,,5/4/2023,CDO-23-0670
Nevada,2019,Q1,Methadone Program,88,F,,,5/4/2023,CDO-23-0670
Nevada,2019,Q2,Methadone Program,86,F,,,5/4/2023,CDO-23-0670
Nevada,2019,Q3,Methadone Program,84,F,,,5/4/2023,CDO-23-0670
Nevada,2019,Q4,Methadone Program,96,F,,,5/4/2023,CDO-23-0670
Nevada,2020,Q1,Methadone Program,100,F,,,5/4/2023,CDO-23-0670
Nevada,2020,Q2,Methadone Program,101,F,,,5/4/2023,CDO-23-0670
Nevada,2020,Q3,Methadone Program,98,F,,,5/4/2023,CDO-23-0670
Nevada,2020,Q4,Methadone Program,101,F,,,5/4/2023,CDO-23-0670
Nevada,2021,Q1,Methadone Program,108,F,,,5/4/2023,CDO-23-0670
Nevada,2021,Q2,Methadone Program,109,F,,,5/4/2023,CDO-23-0670
Nevada,2021,Q3,Methadone Program,114,F,,,5/4/2023,CDO-23-0670
Nevada,2021,Q4,Methadone Program,111,F,,,5/4/2023,CDO-23-0670
Orange,2010,Q1,Methadone Program,484,F,,,5/4/2023,CDO-23-0670
Orange,2010,Q2,Methadone Program,476,F,,,5/4/2023,CDO-23-0670
Orange,2010,Q3,Methadone Program,469,F,,,5/4/2023,CDO-23-0670
Orange,2010,Q4,Methadone Program,480,F,,,5/4/2023,CDO-23-0670
Orange,2011,Q1,Methadone Program,501,F,,,5/4/2023,CDO-23-0670
Orange,2011,Q2,Methadone Program,484,F,,,5/4/2023,CDO-23-0670
Orange,2011,Q3,Methadone Program,534,F,,,5/4/2023,CDO-23-0670
Orange,2011,Q4,Methadone Program,533,F,,,5/4/2023,CDO-23-0670
Orange,2012,Q1,Methadone Program,543,F,,,5/4/2023,CDO-23-0670
Orange,2012,Q2,Methadone Program,554,F,,,5/4/2023,CDO-23-0670
Orange,2012,Q3,Methadone Program,551,F,,,5/4/2023,CDO-23-0670
Orange,2012,Q4,Methadone Program,546,F,,,5/4/2023,CDO-23-0670
Orange,2013,Q1,Methadone Program,553,F,,,5/4/2023,CDO-23-0670
Orange,2013,Q2,Methadone Program,545,F,,,5/4/2023,CDO-23-0670
Orange,2013,Q3,Methadone Program,554,F,,,5/4/2023,CDO-23-0670
Orange,2013,Q4,Methadone Program,548,F,,,5/4/2023,CDO-23-0670
Orange,2014,Q1,Methadone Program,849,F,,,5/4/2023,CDO-23-0670
Orange,2014,Q2,Methadone Program,1032,F,,,5/4/2023,CDO-23-0670
Orange,2014,Q3,Methadone Program,1133,F,,,5/4/2023,CDO-23-0670
Orange,2014,Q4,Methadone Program,1172,F,,,5/4/2023,CDO-23-0670
Orange,2015,Q1,Methadone Program,1256,F,,,5/4/2023,CDO-23-0670
Orange,2015,Q2,Methadone Program,1343,F,,,5/4/2023,CDO-23-0670
Orange,2015,Q3,Methadone Program,1320,F,,,5/4/2023,CDO-23-0670
Orange,2015,Q4,Methadone Program,1339,F,,,5/4/2023,CDO-23-0670
Orange,2016,Q1,Methadone Program,1386,F,,,5/4/2023,CDO-23-0670
Orange,2016,Q2,Methadone Program,1356,F,,,5/4/2023,CDO-23-0670
Orange,2016,Q3,Methadone Program,1366,F,,,5/4/2023,CDO-23-0670
Orange,2016,Q4,Methadone Program,1374,F,,,5/4/2023,CDO-23-0670
Orange,2017,Q1,Methadone Program,1407,F,,,5/4/2023,CDO-23-0670
Orange,2017,Q2,Methadone Program,1436,F,,,5/4/2023,CDO-23-0670
Orange,2017,Q3,Methadone Program,1420,F,,,5/4/2023,CDO-23-0670
Orange,2017,Q4,Methadone Program,1371,F,,,5/4/2023,CDO-23-0670
Orange,2018,Q1,Methadone Program,1319,F,,,5/4/2023,CDO-23-0670
Orange,2018,Q2,Methadone Program,1369,F,,,5/4/2023,CDO-23-0670
Orange,2018,Q3,Methadone Program,1339,F,,,5/4/2023,CDO-23-0670
Orange,2018,Q4,Methadone Program,1368,F,,,5/4/2023,CDO-23-0670
Orange,2019,Q1,Methadone Program,1394,F,,,5/4/2023,CDO-23-0670
Orange,2019,Q2,Methadone Program,1372,F,,,5/4/2023,CDO-23-0670
Orange,2019,Q3,Methadone Program,1367,F,,,5/4/2023,CDO-23-0670
Orange,2019,Q4,Methadone Program,1363,F,,,5/4/2023,CDO-23-0670
Orange,2020,Q1,Methadone Program,1273,F,,,5/4/2023,CDO-23-0670
Orange,2020,Q2,Methadone Program,1271,F,,,5/4/2023,CDO-23-0670
Orange,2020,Q3,Methadone Program,1271,F,,,5/4/2023,CDO-23-0670
Orange,2020,Q4,Methadone Program,1343,F,,,5/4/2023,CDO-23-0670
Orange,2021,Q1,Methadone Program,1366,F,,,5/4/2023,CDO-23-0670
Orange,2021,Q2,Methadone Program,1352,F,,,5/4/2023,CDO-23-0670
Orange,2021,Q3,Methadone Program,1314,F,,,5/4/2023,CDO-23-0670
Orange,2021,Q4,Methadone Program,1361,F,,,5/4/2023,CDO-23-0670
Placer,2010,Q1,Methadone Program,102,F,,,5/4/2023,CDO-23-0670
Placer,2010,Q2,Methadone Program,100,F,,,5/4/2023,CDO-23-0670
Placer,2010,Q3,Methadone Program,99,F,,,5/4/2023,CDO-23-0670
Placer,2010,Q4,Methadone Program,103,F,,,5/4/2023,CDO-23-0670
Placer,2011,Q1,Methadone Program,101,F,,,5/4/2023,CDO-23-0670
Placer,2011,Q2,Methadone Program,104,F,,,5/4/2023,CDO-23-0670
Placer,2011,Q3,Methadone Program,112,F,,,5/4/2023,CDO-23-0670
Placer,2011,Q4,Methadone Program,45,F,,,5/4/2023,CDO-23-0670
Placer,2012,Q1,Methadone Program,113,F,,,5/4/2023,CDO-23-0670
Placer,2012,Q2,Methadone Program,117,F,,,5/4/2023,CDO-23-0670
Placer,2012,Q3,Methadone Program,118,F,,,5/4/2023,CDO-23-0670
Placer,2012,Q4,Methadone Program,118,F,,,5/4/2023,CDO-23-0670
Placer,2013,Q1,Methadone Program,117,F,,,5/4/2023,CDO-23-0670
Placer,2013,Q2,Methadone Program,124,F,,,5/4/2023,CDO-23-0670
Placer,2013,Q3,Methadone Program,127,F,,,5/4/2023,CDO-23-0670
Placer,2013,Q4,Methadone Program,114,F,,,5/4/2023,CDO-23-0670
Placer,2014,Q1,Methadone Program,165,F,,,5/4/2023,CDO-23-0670
Placer,2014,Q2,Methadone Program,191,F,,,5/4/2023,CDO-23-0670
Placer,2014,Q3,Methadone Program,220,F,,,5/4/2023,CDO-23-0670
Placer,2014,Q4,Methadone Program,238,F,,,5/4/2023,CDO-23-0670
Placer,2015,Q1,Methadone Program,248,F,,,5/4/2023,CDO-23-0670
Placer,2015,Q2,Methadone Program,261,F,,,5/4/2023,CDO-23-0670
Placer,2015,Q3,Methadone Program,276,F,,,5/4/2023,CDO-23-0670
Placer,2015,Q4,Methadone Program,278,F,,,5/4/2023,CDO-23-0670
Placer,2016,Q1,Methadone Program,285,F,,,5/4/2023,CDO-23-0670
Placer,2016,Q2,Methadone Program,277,F,,,5/4/2023,CDO-23-0670
Placer,2016,Q3,Methadone Program,290,F,,,5/4/2023,CDO-23-0670
Placer,2016,Q4,Methadone Program,292,F,,,5/4/2023,CDO-23-0670
Placer,2017,Q1,Methadone Program,312,F,,,5/4/2023,CDO-23-0670
Placer,2017,Q2,Methadone Program,312,F,,,5/4/2023,CDO-23-0670
Placer,2017,Q3,Methadone Program,322,F,,,5/4/2023,CDO-23-0670
Placer,2017,Q4,Methadone Program,329,F,,,5/4/2023,CDO-23-0670
Placer,2018,Q1,Methadone Program,337,F,,,5/4/2023,CDO-23-0670
Placer,2018,Q2,Methadone Program,328,F,,,5/4/2023,CDO-23-0670
Placer,2018,Q3,Methadone Program,324,F,,,5/4/2023,CDO-23-0670
Placer,2018,Q4,Methadone Program,308,F,,,5/4/2023,CDO-23-0670
Placer,2019,Q1,Methadone Program,308,F,,,5/4/2023,CDO-23-0670
Placer,2019,Q2,Methadone Program,298,F,,,5/4/2023,CDO-23-0670
Placer,2019,Q3,Methadone Program,298,F,,,5/4/2023,CDO-23-0670
Placer,2019,Q4,Methadone Program,301,F,,,5/4/2023,CDO-23-0670
Placer,2020,Q1,Methadone Program,284,F,,,5/4/2023,CDO-23-0670
Placer,2020,Q2,Methadone Program,271,F,,,5/4/2023,CDO-23-0670
Placer,2020,Q3,Methadone Program,273,F,,,5/4/2023,CDO-23-0670
Placer,2020,Q4,Methadone Program,275,F,,,5/4/2023,CDO-23-0670
Placer,2021,Q1,Methadone Program,292,F,,,5/4/2023,CDO-23-0670
Placer,2021,Q2,Methadone Program,288,F,,,5/4/2023,CDO-23-0670
Placer,2021,Q3,Methadone Program,279,F,,,5/4/2023,CDO-23-0670
Placer,2021,Q4,Methadone Program,272,F,,,5/4/2023,CDO-23-0670
Plumas / Sierra,2010,Q1,Methadone Program,0,F,,,5/4/2023,CDO-23-0670
Plumas / Sierra,2010,Q2,Methadone Program,0,F,,,5/4/2023,CDO-23-0670
Plumas / Sierra,2010,Q3,Methadone Program,0,F,,,5/4/2023,CDO-23-0670
Plumas / Sierra,2010,Q4,Methadone Program,0,F,,,5/4/2023,CDO-23-0670
Plumas / Sierra,2011,Q1,Methadone Program,0,F,,,5/4/2023,CDO-23-0670
Plumas / Sierra,2011,Q2,Methadone Program,0,F,,,5/4/2023,CDO-23-0670
Plumas / Sierra,2011,Q3,Methadone Program,0,F,,,5/4/2023,CDO-23-0670
Plumas / Sierra,2011,Q4,Methadone Program,0,F,,,5/4/2023,CDO-23-0670
Plumas / Sierra,2012,Q1,Methadone Program,0,F,,,5/4/2023,CDO-23-0670
Plumas / Sierra,2012,Q2,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Plumas / Sierra,2012,Q3,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Plumas / Sierra,2012,Q4,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Plumas / Sierra,2013,Q1,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Plumas / Sierra,2013,Q2,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Plumas / Sierra,2013,Q3,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Plumas / Sierra,2013,Q4,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Plumas / Sierra,2014,Q1,Methadone Program,0,F,,,5/4/2023,CDO-23-0670
Plumas / Sierra,2014,Q2,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Plumas / Sierra,2014,Q3,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Plumas / Sierra,2014,Q4,Methadone Program,0,F,,,5/4/2023,CDO-23-0670
Plumas / Sierra,2015,Q1,Methadone Program,0,F,,,5/4/2023,CDO-23-0670
Plumas / Sierra,2015,Q2,Methadone Program,0,F,,,5/4/2023,CDO-23-0670
Plumas / Sierra,2015,Q3,Methadone Program,0,F,,,5/4/2023,CDO-23-0670
Plumas / Sierra,2015,Q4,Methadone Program,0,F,,,5/4/2023,CDO-23-0670
Plumas / Sierra,2016,Q1,Methadone Program,0,F,,,5/4/2023,CDO-23-0670
Plumas / Sierra,2016,Q2,Methadone Program,0,F,,,5/4/2023,CDO-23-0670
Plumas / Sierra,2016,Q3,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Plumas / Sierra,2016,Q4,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Plumas / Sierra,2017,Q1,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Plumas / Sierra,2017,Q2,Methadone Program,0,F,,,5/4/2023,CDO-23-0670
Plumas / Sierra,2017,Q3,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Plumas / Sierra,2017,Q4,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Plumas / Sierra,2018,Q1,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Plumas / Sierra,2018,Q2,Methadone Program,0,F,,,5/4/2023,CDO-23-0670
Plumas / Sierra,2018,Q3,Methadone Program,0,F,,,5/4/2023,CDO-23-0670
Plumas / Sierra,2018,Q4,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Plumas / Sierra,2019,Q1,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Plumas / Sierra,2019,Q2,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Plumas / Sierra,2019,Q3,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Plumas / Sierra,2019,Q4,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Plumas / Sierra,2020,Q1,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Plumas / Sierra,2020,Q2,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Plumas / Sierra,2020,Q3,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Plumas / Sierra,2020,Q4,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Plumas / Sierra,2021,Q1,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Plumas / Sierra,2021,Q2,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Plumas / Sierra,2021,Q3,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Plumas / Sierra,2021,Q4,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Riverside,2010,Q1,Methadone Program,384,F,,,5/4/2023,CDO-23-0670
Riverside,2010,Q2,Methadone Program,397,F,,,5/4/2023,CDO-23-0670
Riverside,2010,Q3,Methadone Program,406,F,,,5/4/2023,CDO-23-0670
Riverside,2010,Q4,Methadone Program,406,F,,,5/4/2023,CDO-23-0670
Riverside,2011,Q1,Methadone Program,423,F,,,5/4/2023,CDO-23-0670
Riverside,2011,Q2,Methadone Program,430,F,,,5/4/2023,CDO-23-0670
Riverside,2011,Q3,Methadone Program,427,F,,,5/4/2023,CDO-23-0670
Riverside,2011,Q4,Methadone Program,428,F,,,5/4/2023,CDO-23-0670
Riverside,2012,Q1,Methadone Program,415,F,,,5/4/2023,CDO-23-0670
Riverside,2012,Q2,Methadone Program,438,F,,,5/4/2023,CDO-23-0670
Riverside,2012,Q3,Methadone Program,441,F,,,5/4/2023,CDO-23-0670
Riverside,2012,Q4,Methadone Program,434,F,,,5/4/2023,CDO-23-0670
Riverside,2013,Q1,Methadone Program,430,F,,,5/4/2023,CDO-23-0670
Riverside,2013,Q2,Methadone Program,437,F,,,5/4/2023,CDO-23-0670
Riverside,2013,Q3,Methadone Program,456,F,,,5/4/2023,CDO-23-0670
Riverside,2013,Q4,Methadone Program,468,F,,,5/4/2023,CDO-23-0670
Riverside,2014,Q1,Methadone Program,597,F,,,5/4/2023,CDO-23-0670
Riverside,2014,Q2,Methadone Program,697,F,,,5/4/2023,CDO-23-0670
Riverside,2014,Q3,Methadone Program,790,F,,,5/4/2023,CDO-23-0670
Riverside,2014,Q4,Methadone Program,846,F,,,5/4/2023,CDO-23-0670
Riverside,2015,Q1,Methadone Program,906,F,,,5/4/2023,CDO-23-0670
Riverside,2015,Q2,Methadone Program,939,F,,,5/4/2023,CDO-23-0670
Riverside,2015,Q3,Methadone Program,959,F,,,5/4/2023,CDO-23-0670
Riverside,2015,Q4,Methadone Program,1001,F,,,5/4/2023,CDO-23-0670
Riverside,2016,Q1,Methadone Program,1023,F,,,5/4/2023,CDO-23-0670
Riverside,2016,Q2,Methadone Program,1054,F,,,5/4/2023,CDO-23-0670
Riverside,2016,Q3,Methadone Program,1060,F,,,5/4/2023,CDO-23-0670
Riverside,2016,Q4,Methadone Program,1094,F,,,5/4/2023,CDO-23-0670
Riverside,2017,Q1,Methadone Program,1151,F,,,5/4/2023,CDO-23-0670
Riverside,2017,Q2,Methadone Program,1195,F,,,5/4/2023,CDO-23-0670
Riverside,2017,Q3,Methadone Program,1238,F,,,5/4/2023,CDO-23-0670
Riverside,2017,Q4,Methadone Program,1260,F,,,5/4/2023,CDO-23-0670
Riverside,2018,Q1,Methadone Program,1250,F,,,5/4/2023,CDO-23-0670
Riverside,2018,Q2,Methadone Program,1311,F,,,5/4/2023,CDO-23-0670
Riverside,2018,Q3,Methadone Program,1382,F,,,5/4/2023,CDO-23-0670
Riverside,2018,Q4,Methadone Program,1375,F,,,5/4/2023,CDO-23-0670
Riverside,2019,Q1,Methadone Program,1395,F,,,5/4/2023,CDO-23-0670
Riverside,2019,Q2,Methadone Program,1416,F,,,5/4/2023,CDO-23-0670
Riverside,2019,Q3,Methadone Program,1426,F,,,5/4/2023,CDO-23-0670
Riverside,2019,Q4,Methadone Program,1439,F,,,5/4/2023,CDO-23-0670
Riverside,2020,Q1,Methadone Program,1464,F,,,5/4/2023,CDO-23-0670
Riverside,2020,Q2,Methadone Program,1510,F,,,5/4/2023,CDO-23-0670
Riverside,2020,Q3,Methadone Program,1432,F,,,5/4/2023,CDO-23-0670
Riverside,2020,Q4,Methadone Program,1450,F,,,5/4/2023,CDO-23-0670
Riverside,2021,Q1,Methadone Program,1334,F,,,5/4/2023,CDO-23-0670
Riverside,2021,Q2,Methadone Program,1397,F,,,5/4/2023,CDO-23-0670
Riverside,2021,Q3,Methadone Program,1410,F,,,5/4/2023,CDO-23-0670
Riverside,2021,Q4,Methadone Program,1383,F,,,5/4/2023,CDO-23-0670
Sacramento,2010,Q1,Methadone Program,1282,F,,,5/4/2023,CDO-23-0670
Sacramento,2010,Q2,Methadone Program,1394,F,,,5/4/2023,CDO-23-0670
Sacramento,2010,Q3,Methadone Program,1456,F,,,5/4/2023,CDO-23-0670
Sacramento,2010,Q4,Methadone Program,1458,F,,,5/4/2023,CDO-23-0670
Sacramento,2011,Q1,Methadone Program,1467,F,,,5/4/2023,CDO-23-0670
Sacramento,2011,Q2,Methadone Program,1512,F,,,5/4/2023,CDO-23-0670
Sacramento,2011,Q3,Methadone Program,1568,F,,,5/4/2023,CDO-23-0670
Sacramento,2011,Q4,Methadone Program,1516,F,,,5/4/2023,CDO-23-0670
Sacramento,2012,Q1,Methadone Program,1617,F,,,5/4/2023,CDO-23-0670
Sacramento,2012,Q2,Methadone Program,1613,F,,,5/4/2023,CDO-23-0670
Sacramento,2012,Q3,Methadone Program,1627,F,,,5/4/2023,CDO-23-0670
Sacramento,2012,Q4,Methadone Program,1649,F,,,5/4/2023,CDO-23-0670
Sacramento,2013,Q1,Methadone Program,1645,F,,,5/4/2023,CDO-23-0670
Sacramento,2013,Q2,Methadone Program,1665,F,,,5/4/2023,CDO-23-0670
Sacramento,2013,Q3,Methadone Program,1674,F,,,5/4/2023,CDO-23-0670
Sacramento,2013,Q4,Methadone Program,1662,F,,,5/4/2023,CDO-23-0670
Sacramento,2014,Q1,Methadone Program,1975,F,,,5/4/2023,CDO-23-0670
Sacramento,2014,Q2,Methadone Program,2276,F,,,5/4/2023,CDO-23-0670
Sacramento,2014,Q3,Methadone Program,2464,F,,,5/4/2023,CDO-23-0670
Sacramento,2014,Q4,Methadone Program,2649,F,,,5/4/2023,CDO-23-0670
Sacramento,2015,Q1,Methadone Program,2744,F,,,5/4/2023,CDO-23-0670
Sacramento,2015,Q2,Methadone Program,2869,F,,,5/4/2023,CDO-23-0670
Sacramento,2015,Q3,Methadone Program,2884,F,,,5/4/2023,CDO-23-0670
Sacramento,2015,Q4,Methadone Program,2928,F,,,5/4/2023,CDO-23-0670
Sacramento,2016,Q1,Methadone Program,2994,F,,,5/4/2023,CDO-23-0670
Sacramento,2016,Q2,Methadone Program,3062,F,,,5/4/2023,CDO-23-0670
Sacramento,2016,Q3,Methadone Program,3167,F,,,5/4/2023,CDO-23-0670
Sacramento,2016,Q4,Methadone Program,3190,F,,,5/4/2023,CDO-23-0670
Sacramento,2017,Q1,Methadone Program,3195,F,,,5/4/2023,CDO-23-0670
Sacramento,2017,Q2,Methadone Program,3135,F,,,5/4/2023,CDO-23-0670
Sacramento,2017,Q3,Methadone Program,3128,F,,,5/4/2023,CDO-23-0670
Sacramento,2017,Q4,Methadone Program,3082,F,,,5/4/2023,CDO-23-0670
Sacramento,2018,Q1,Methadone Program,3094,F,,,5/4/2023,CDO-23-0670
Sacramento,2018,Q2,Methadone Program,3134,F,,,5/4/2023,CDO-23-0670
Sacramento,2018,Q3,Methadone Program,3146,F,,,5/4/2023,CDO-23-0670
Sacramento,2018,Q4,Methadone Program,3124,F,,,5/4/2023,CDO-23-0670
Sacramento,2019,Q1,Methadone Program,3155,F,,,5/4/2023,CDO-23-0670
Sacramento,2019,Q2,Methadone Program,3079,F,,,5/4/2023,CDO-23-0670
Sacramento,2019,Q3,Methadone Program,3038,F,,,5/4/2023,CDO-23-0670
Sacramento,2019,Q4,Methadone Program,3006,F,,,5/4/2023,CDO-23-0670
Sacramento,2020,Q1,Methadone Program,2993,F,,,5/4/2023,CDO-23-0670
Sacramento,2020,Q2,Methadone Program,2845,F,,,5/4/2023,CDO-23-0670
Sacramento,2020,Q3,Methadone Program,2493,F,,,5/4/2023,CDO-23-0670
Sacramento,2020,Q4,Methadone Program,2517,F,,,5/4/2023,CDO-23-0670
Sacramento,2021,Q1,Methadone Program,2287,F,,,5/4/2023,CDO-23-0670
Sacramento,2021,Q2,Methadone Program,2221,F,,,5/4/2023,CDO-23-0670
Sacramento,2021,Q3,Methadone Program,2241,F,,,5/4/2023,CDO-23-0670
Sacramento,2021,Q4,Methadone Program,2224,F,,,5/4/2023,CDO-23-0670
San Benito,2010,Q1,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
San Benito,2010,Q2,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
San Benito,2010,Q3,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
San Benito,2010,Q4,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
San Benito,2011,Q1,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
San Benito,2011,Q2,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
San Benito,2011,Q3,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
San Benito,2011,Q4,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
San Benito,2012,Q1,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
San Benito,2012,Q2,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
San Benito,2012,Q3,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
San Benito,2012,Q4,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
San Benito,2013,Q1,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
San Benito,2013,Q2,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
San Benito,2013,Q3,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
San Benito,2013,Q4,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
San Benito,2014,Q1,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
San Benito,2014,Q2,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
San Benito,2014,Q3,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
San Benito,2014,Q4,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
San Benito,2015,Q1,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
San Benito,2015,Q2,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
San Benito,2015,Q3,Methadone Program,11,F,,,5/4/2023,CDO-23-0670
San Benito,2015,Q4,Methadone Program,11,F,,,5/4/2023,CDO-23-0670
San Benito,2016,Q1,Methadone Program,11,F,,,5/4/2023,CDO-23-0670
San Benito,2016,Q2,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
San Benito,2016,Q3,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
San Benito,2016,Q4,Methadone Program,12,F,,,5/4/2023,CDO-23-0670
San Benito,2017,Q1,Methadone Program,14,F,,,5/4/2023,CDO-23-0670
San Benito,2017,Q2,Methadone Program,11,F,,,5/4/2023,CDO-23-0670
San Benito,2017,Q3,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
San Benito,2017,Q4,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
San Benito,2018,Q1,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
San Benito,2018,Q2,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
San Benito,2018,Q3,Methadone Program,12,F,,,5/4/2023,CDO-23-0670
San Benito,2018,Q4,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
