County,Year,Medication_Assisted_Treatment,members,status,annotation,annotation_description,Date_of_Data,CDO Approval Number
Alameda,2012,Methadone Program,1473,F,,,5/4/2023,CDO-23-0670
Alameda,2013,Methadone Program,1562,F,,,5/4/2023,CDO-23-0670
Alameda,2014,Methadone Program,2363,F,,,5/4/2023,CDO-23-0670
Alameda,2015,Methadone Program,2502,F,,,5/4/2023,CDO-23-0670
Alameda,2016,Methadone Program,2567,F,,,5/4/2023,CDO-23-0670
Alameda,2017,Methadone Program,2546,F,,,5/4/2023,CDO-23-0670
Alameda,2018,Methadone Program,2399,F,,,5/4/2023,CDO-23-0670
Alameda,2019,Methadone Program,2315,F,,,5/4/2023,CDO-23-0670
Alameda,2020,Methadone Program,2174,F,,,5/4/2023,CDO-23-0670
Alameda,2021,Methadone Program,1788,F,,,5/4/2023,CDO-23-0670
Alameda,2022,Methadone Program,1587,F,,,1/10/2025,CDO-25-0612
Alameda,2023,Methadone Program,1411,F,,,10/17/2025,
Alameda,2024,Methadone Program,1316,F,,,10/17/2025,
Amador,2023,Methadone Program,47,F,,,10/17/2025,
Amador,2024,Methadone Program,45,F,,,10/17/2025,
Amador / Alpine,2010,Methadone Program,15,F,,,5/4/2023,CDO-23-0670
Amador / Alpine,2011,Methadone Program,17,F,,,5/4/2023,CDO-23-0670
Amador / Alpine,2012,Methadone Program,17,F,,,5/4/2023,CDO-23-0670
Amador / Alpine,2013,Methadone Program,18,F,,,5/4/2023,CDO-23-0670
Amador / Alpine,2014,Methadone Program,28,F,,,5/4/2023,CDO-23-0670
Amador / Alpine,2015,Methadone Program,27,F,,,5/4/2023,CDO-23-0670
Amador / Alpine,2016,Methadone Program,36,F,,,5/4/2023,CDO-23-0670
Amador / Alpine,2017,Methadone Program,30,F,,,5/4/2023,CDO-23-0670
Amador / Alpine,2018,Methadone Program,27,F,,,5/4/2023,CDO-23-0670
Amador / Alpine,2019,Methadone Program,27,F,,,5/4/2023,CDO-23-0670
Amador / Alpine,2020,Methadone Program,24,F,,,5/4/2023,CDO-23-0670
Amador / Alpine,2021,Methadone Program,40,F,,,5/4/2023,CDO-23-0670
Amador / Alpine,2022,Methadone Program,50,F,,,1/10/2025,CDO-25-0612
Butte,2010,Methadone Program,202,F,,,5/4/2023,CDO-23-0670
Butte,2011,Methadone Program,232,F,,,5/4/2023,CDO-23-0670
Butte,2012,Methadone Program,211,F,,,5/4/2023,CDO-23-0670
Butte,2013,Methadone Program,214,F,,,5/4/2023,CDO-23-0670
Butte,2014,Methadone Program,400,F,,,5/4/2023,CDO-23-0670
Butte,2015,Methadone Program,485,F,,,5/4/2023,CDO-23-0670
Butte,2016,Methadone Program,545,F,,,5/4/2023,CDO-23-0670
Butte,2017,Methadone Program,567,F,,,5/4/2023,CDO-23-0670
Butte,2018,Methadone Program,538,F,,,5/4/2023,CDO-23-0670
Butte,2019,Methadone Program,491,F,,,5/4/2023,CDO-23-0670
Butte,2020,Methadone Program,501,F,,,5/4/2023,CDO-23-0670
Butte,2021,Methadone Program,506,F,,,5/4/2023,CDO-23-0670
Butte,2022,Methadone Program,490,F,,,1/10/2025,CDO-25-0612
Butte,2023,Methadone Program,549,F,,,10/17/2025,
Butte,2024,Methadone Program,499,F,,,10/17/2025,
Calaveras,2010,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Calaveras,2011,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Calaveras,2012,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Calaveras,2013,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Calaveras,2014,Methadone Program,16,F,,,5/4/2023,CDO-23-0670
Calaveras,2015,Methadone Program,19,F,,,5/4/2023,CDO-23-0670
Calaveras,2016,Methadone Program,22,F,,,5/4/2023,CDO-23-0670
Calaveras,2017,Methadone Program,29,F,,,5/4/2023,CDO-23-0670
Calaveras,2018,Methadone Program,34,F,,,5/4/2023,CDO-23-0670
Calaveras,2019,Methadone Program,29,F,,,5/4/2023,CDO-23-0670
Calaveras,2020,Methadone Program,26,F,,,5/4/2023,CDO-23-0670
Calaveras,2021,Methadone Program,19,F,,,5/4/2023,CDO-23-0670
Calaveras,2022,Methadone Program,20,F,,,1/10/2025,CDO-25-0612
Calaveras,2023,Methadone Program,28,F,,,10/17/2025,
Calaveras,2024,Methadone Program,28,F,,,10/17/2025,
Colusa,2010,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Colusa,2011,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Colusa,2012,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Colusa,2013,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Colusa,2014,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Colusa,2015,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Colusa,2016,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Colusa,2017,Methadone Program,11,F,,,5/4/2023,CDO-23-0670
Colusa,2018,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Colusa,2019,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Colusa,2020,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Colusa,2021,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Colusa,2022,Methadone Program,,F,1,cell suppressed for small numbers,1/10/2025,CDO-25-0612
Colusa,2023,Methadone Program,13,F,,,10/17/2025,
Colusa,2024,Methadone Program,,F,1,cell suppressed for small numbers,10/17/2025,
Contra Costa,2010,Methadone Program,522,F,,,5/4/2023,CDO-23-0670
Contra Costa,2011,Methadone Program,546,F,,,5/4/2023,CDO-23-0670
Contra Costa,2012,Methadone Program,600,F,,,5/4/2023,CDO-23-0670
Contra Costa,2013,Methadone Program,611,F,,,5/4/2023,CDO-23-0670
Contra Costa,2014,Methadone Program,1002,F,,,5/4/2023,CDO-23-0670
Contra Costa,2015,Methadone Program,1280,F,,,5/4/2023,CDO-23-0670
Contra Costa,2016,Methadone Program,1357,F,,,5/4/2023,CDO-23-0670
Contra Costa,2017,Methadone Program,1369,F,,,5/4/2023,CDO-23-0670
Contra Costa,2018,Methadone Program,1234,F,,,5/4/2023,CDO-23-0670
Contra Costa,2019,Methadone Program,1148,F,,,5/4/2023,CDO-23-0670
Contra Costa,2020,Methadone Program,1064,F,,,5/4/2023,CDO-23-0670
Contra Costa,2021,Methadone Program,878,F,,,5/4/2023,CDO-23-0670
Contra Costa,2022,Methadone Program,909,F,,,1/10/2025,CDO-25-0612
Contra Costa,2023,Methadone Program,859,F,,,10/17/2025,
Contra Costa,2024,Methadone Program,801,F,,,10/17/2025,
Del Norte,2010,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Del Norte,2011,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Del Norte,2012,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Del Norte,2013,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Del Norte,2014,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Del Norte,2015,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Del Norte,2016,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Del Norte,2017,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Del Norte,2018,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Del Norte,2019,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Del Norte,2020,Methadone Program,0,F,,,5/4/2023,CDO-23-0670
Del Norte,2021,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Del Norte,2022,Methadone Program,37,F,,,1/10/2025,CDO-25-0612
Del Norte,2023,Methadone Program,57,F,,,10/17/2025,
Del Norte,2024,Methadone Program,61,F,,,10/17/2025,
El Dorado,2010,Methadone Program,38,F,,,5/4/2023,CDO-23-0670
El Dorado,2011,Methadone Program,46,F,,,5/4/2023,CDO-23-0670
El Dorado,2012,Methadone Program,48,F,,,5/4/2023,CDO-23-0670
El Dorado,2013,Methadone Program,50,F,,,5/4/2023,CDO-23-0670
El Dorado,2014,Methadone Program,71,F,,,5/4/2023,CDO-23-0670
El Dorado,2015,Methadone Program,95,F,,,5/4/2023,CDO-23-0670
El Dorado,2016,Methadone Program,100,F,,,5/4/2023,CDO-23-0670
El Dorado,2017,Methadone Program,91,F,,,5/4/2023,CDO-23-0670
El Dorado,2018,Methadone Program,94,F,,,5/4/2023,CDO-23-0670
El Dorado,2019,Methadone Program,95,F,,,5/4/2023,CDO-23-0670
El Dorado,2020,Methadone Program,82,F,,,5/4/2023,CDO-23-0670
El Dorado,2021,Methadone Program,102,F,,,5/4/2023,CDO-23-0670
El Dorado,2022,Methadone Program,139,F,,,1/10/2025,CDO-25-0612
El Dorado,2023,Methadone Program,122,F,,,10/17/2025,
El Dorado,2024,Methadone Program,146,F,,,10/17/2025,
Fresno,2010,Methadone Program,1158,F,,,5/4/2023,CDO-23-0670
Fresno,2011,Methadone Program,1214,F,,,5/4/2023,CDO-23-0670
Fresno,2012,Methadone Program,1253,F,,,5/4/2023,CDO-23-0670
Fresno,2013,Methadone Program,1284,F,,,5/4/2023,CDO-23-0670
Fresno,2014,Methadone Program,2044,F,,,5/4/2023,CDO-23-0670
Fresno,2015,Methadone Program,2213,F,,,5/4/2023,CDO-23-0670
Fresno,2016,Methadone Program,2375,F,,,5/4/2023,CDO-23-0670
Fresno,2017,Methadone Program,2316,F,,,5/4/2023,CDO-23-0670
Fresno,2018,Methadone Program,2326,F,,,5/4/2023,CDO-23-0670
Fresno,2019,Methadone Program,2261,F,,,5/4/2023,CDO-23-0670
Fresno,2020,Methadone Program,1910,F,,,5/4/2023,CDO-23-0670
Fresno,2021,Methadone Program,1798,F,,,5/4/2023,CDO-23-0670
Fresno,2022,Methadone Program,1746,F,,,1/10/2025,CDO-25-0612
Fresno,2023,Methadone Program,1706,F,,,10/17/2025,
Fresno,2024,Methadone Program,1692,F,,,10/17/2025,
Glenn,2010,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Glenn,2011,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Glenn,2012,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Glenn,2013,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Glenn,2014,Methadone Program,11,F,,,5/4/2023,CDO-23-0670
Glenn,2015,Methadone Program,13,F,,,5/4/2023,CDO-23-0670
Glenn,2016,Methadone Program,15,F,,,5/4/2023,CDO-23-0670
Glenn,2017,Methadone Program,22,F,,,5/4/2023,CDO-23-0670
Glenn,2018,Methadone Program,28,F,,,5/4/2023,CDO-23-0670
Glenn,2019,Methadone Program,30,F,,,5/4/2023,CDO-23-0670
Glenn,2020,Methadone Program,31,F,,,5/4/2023,CDO-23-0670
Glenn,2021,Methadone Program,21,F,,,5/4/2023,CDO-23-0670
Glenn,2022,Methadone Program,25,F,,,1/10/2025,CDO-25-0612
Glenn,2023,Methadone Program,31,F,,,10/17/2025,
Glenn,2024,Methadone Program,19,F,,,10/17/2025,
Humboldt,2010,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Humboldt,2011,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Humboldt,2012,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Humboldt,2013,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Humboldt,2014,Methadone Program,14,F,,,5/4/2023,CDO-23-0670
Humboldt,2015,Methadone Program,25,F,,,5/4/2023,CDO-23-0670
Humboldt,2016,Methadone Program,26,F,,,5/4/2023,CDO-23-0670
Humboldt,2017,Methadone Program,19,F,,,5/4/2023,CDO-23-0670
Humboldt,2018,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Humboldt,2019,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Humboldt,2020,Methadone Program,187,F,,,5/4/2023,CDO-23-0670
Humboldt,2021,Methadone Program,348,F,,,5/4/2023,CDO-23-0670
Humboldt,2022,Methadone Program,391,F,,,1/10/2025,CDO-25-0612
Humboldt,2023,Methadone Program,442,F,,,10/17/2025,
Humboldt,2024,Methadone Program,510,F,,,10/17/2025,
Imperial,2010,Methadone Program,199,F,,,5/4/2023,CDO-23-0670
Imperial,2011,Methadone Program,194,F,,,5/4/2023,CDO-23-0670
Imperial,2012,Methadone Program,227,F,,,5/4/2023,CDO-23-0670
Imperial,2013,Methadone Program,239,F,,,5/4/2023,CDO-23-0670
Imperial,2014,Methadone Program,477,F,,,5/4/2023,CDO-23-0670
Imperial,2015,Methadone Program,530,F,,,5/4/2023,CDO-23-0670
Imperial,2016,Methadone Program,511,F,,,5/4/2023,CDO-23-0670
Imperial,2017,Methadone Program,474,F,,,5/4/2023,CDO-23-0670
Imperial,2018,Methadone Program,454,F,,,5/4/2023,CDO-23-0670
Imperial,2019,Methadone Program,368,F,,,5/4/2023,CDO-23-0670
Imperial,2020,Methadone Program,364,F,,,5/4/2023,CDO-23-0670
Imperial,2021,Methadone Program,259,F,,,5/4/2023,CDO-23-0670
Imperial,2022,Methadone Program,251,F,,,1/10/2025,CDO-25-0612
Imperial,2023,Methadone Program,252,F,,,10/17/2025,
Imperial,2024,Methadone Program,291,F,,,10/17/2025,
Inyo,2023,Methadone Program,,F,1,cell suppressed for small numbers,10/17/2025,
Inyo / Mono,2010,Methadone Program,0,F,,,5/4/2023,CDO-23-0670
Inyo / Mono,2011,Methadone Program,0,F,,,5/4/2023,CDO-23-0670
Inyo / Mono,2012,Methadone Program,0,F,,,5/4/2023,CDO-23-0670
Inyo / Mono,2013,Methadone Program,0,F,,,5/4/2023,CDO-23-0670
Inyo / Mono,2014,Methadone Program,0,F,,,5/4/2023,CDO-23-0670
Inyo / Mono,2015,Methadone Program,0,F,,,5/4/2023,CDO-23-0670
Inyo / Mono,2016,Methadone Program,0,F,,,5/4/2023,CDO-23-0670
Inyo / Mono,2017,Methadone Program,0,F,,,5/4/2023,CDO-23-0670
Inyo / Mono,2018,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Inyo / Mono,2019,Methadone Program,0,F,,,5/4/2023,CDO-23-0670
Inyo / Mono,2020,Methadone Program,0,F,,,5/4/2023,CDO-23-0670
Inyo / Mono,2021,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Inyo / Mono,2022,Methadone Program,,F,1,cell suppressed for small numbers,1/10/2025,CDO-25-0612
Kern,2010,Methadone Program,750,F,,,5/4/2023,CDO-23-0670
Kern,2011,Methadone Program,763,F,,,5/4/2023,CDO-23-0670
Kern,2012,Methadone Program,818,F,,,5/4/2023,CDO-23-0670
Kern,2013,Methadone Program,808,F,,,5/4/2023,CDO-23-0670
Kern,2014,Methadone Program,1268,F,,,5/4/2023,CDO-23-0670
Kern,2015,Methadone Program,1453,F,,,5/4/2023,CDO-23-0670
Kern,2016,Methadone Program,1553,F,,,5/4/2023,CDO-23-0670
Kern,2017,Methadone Program,1655,F,,,5/4/2023,CDO-23-0670
Kern,2018,Methadone Program,1730,F,,,5/4/2023,CDO-23-0670
Kern,2019,Methadone Program,1752,F,,,5/4/2023,CDO-23-0670
Kern,2020,Methadone Program,1779,F,,,5/4/2023,CDO-23-0670
Kern,2021,Methadone Program,1645,F,,,5/4/2023,CDO-23-0670
Kern,2022,Methadone Program,1510,F,,,1/10/2025,CDO-25-0612
Kern,2023,Methadone Program,1400,F,,,10/17/2025,
Kern,2024,Methadone Program,1393,F,,,10/17/2025,
Kings,2010,Methadone Program,50,F,,,5/4/2023,CDO-23-0670
Kings,2011,Methadone Program,45,F,,,5/4/2023,CDO-23-0670
Kings,2012,Methadone Program,46,F,,,5/4/2023,CDO-23-0670
Kings,2013,Methadone Program,45,F,,,5/4/2023,CDO-23-0670
Kings,2014,Methadone Program,107,F,,,5/4/2023,CDO-23-0670
Kings,2015,Methadone Program,127,F,,,5/4/2023,CDO-23-0670
Kings,2016,Methadone Program,110,F,,,5/4/2023,CDO-23-0670
Kings,2017,Methadone Program,96,F,,,5/4/2023,CDO-23-0670
Kings,2018,Methadone Program,79,F,,,5/4/2023,CDO-23-0670
Kings,2019,Methadone Program,64,F,,,5/4/2023,CDO-23-0670
Kings,2020,Methadone Program,14,F,,,5/4/2023,CDO-23-0670
Kings,2021,Methadone Program,31,F,,,5/4/2023,CDO-23-0670
Kings,2022,Methadone Program,32,F,,,1/10/2025,CDO-25-0612
Kings,2023,Methadone Program,67,F,,,10/17/2025,
Kings,2024,Methadone Program,70,F,,,10/17/2025,
Lake,2010,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Lake,2011,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Lake,2012,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Lake,2013,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Lake,2014,Methadone Program,13,F,,,5/4/2023,CDO-23-0670
Lake,2015,Methadone Program,13,F,,,5/4/2023,CDO-23-0670
Lake,2016,Methadone Program,22,F,,,5/4/2023,CDO-23-0670
Lake,2017,Methadone Program,23,F,,,5/4/2023,CDO-23-0670
Lake,2018,Methadone Program,11,F,,,5/4/2023,CDO-23-0670
Lake,2019,Methadone Program,24,F,,,5/4/2023,CDO-23-0670
Lake,2020,Methadone Program,28,F,,,5/4/2023,CDO-23-0670
Lake,2021,Methadone Program,45,F,,,5/4/2023,CDO-23-0670
Lake,2022,Methadone Program,73,F,,,1/10/2025,CDO-25-0612
Lake,2023,Methadone Program,111,F,,,10/17/2025,
Lake,2024,Methadone Program,143,F,,,10/17/2025,
Lassen,2023,Methadone Program,,F,1,cell suppressed for small numbers,10/17/2025,
Lassen,2024,Methadone Program,,F,1,cell suppressed for small numbers,10/17/2025,
Lassen / Modoc,2010,Methadone Program,161,F,,,5/4/2023,CDO-23-0670
Lassen / Modoc,2011,Methadone Program,183,F,,,5/4/2023,CDO-23-0670
Lassen / Modoc,2012,Methadone Program,189,F,,,5/4/2023,CDO-23-0670
Lassen / Modoc,2013,Methadone Program,192,F,,,5/4/2023,CDO-23-0670
Lassen / Modoc,2014,Methadone Program,300,F,,,5/4/2023,CDO-23-0670
Lassen / Modoc,2015,Methadone Program,321,F,,,5/4/2023,CDO-23-0670
Lassen / Modoc,2016,Methadone Program,332,F,,,5/4/2023,CDO-23-0670
Lassen / Modoc,2017,Methadone Program,342,F,,,5/4/2023,CDO-23-0670
Lassen / Modoc,2018,Methadone Program,378,F,,,5/4/2023,CDO-23-0670
Lassen / Modoc,2019,Methadone Program,375,F,,,5/4/2023,CDO-23-0670
Lassen / Modoc,2020,Methadone Program,376,F,,,5/4/2023,CDO-23-0670
Lassen / Modoc,2021,Methadone Program,328,F,,,5/4/2023,CDO-23-0670
Lassen / Modoc,2022,Methadone Program,,F,1,cell suppressed for small numbers,1/10/2025,CDO-25-0612
Los Angeles,2010,Methadone Program,4209,F,,,5/4/2023,CDO-23-0670
Los Angeles,2011,Methadone Program,4314,F,,,5/4/2023,CDO-23-0670
Los Angeles,2012,Methadone Program,4275,F,,,5/4/2023,CDO-23-0670
Los Angeles,2013,Methadone Program,4265,F,,,5/4/2023,CDO-23-0670
Los Angeles,2014,Methadone Program,7453,F,,,5/4/2023,CDO-23-0670
Los Angeles,2015,Methadone Program,8095,F,,,5/4/2023,CDO-23-0670
Los Angeles,2016,Methadone Program,8304,F,,,5/4/2023,CDO-23-0670
Los Angeles,2017,Methadone Program,7973,F,,,5/4/2023,CDO-23-0670
Los Angeles,2018,Methadone Program,7276,F,,,5/4/2023,CDO-23-0670
Los Angeles,2019,Methadone Program,7197,F,,,5/4/2023,CDO-23-0670
Los Angeles,2020,Methadone Program,6381,F,,,5/4/2023,CDO-23-0670
Los Angeles,2021,Methadone Program,5393,F,,,5/4/2023,CDO-23-0670
Los Angeles,2022,Methadone Program,5237,F,,,1/10/2025,CDO-25-0612
Los Angeles,2023,Methadone Program,5230,F,,,10/17/2025,
Los Angeles,2024,Methadone Program,5034,F,,,10/17/2025,
Madera,2010,Methadone Program,61,F,,,5/4/2023,CDO-23-0670
Madera,2011,Methadone Program,68,F,,,5/4/2023,CDO-23-0670
Madera,2012,Methadone Program,61,F,,,5/4/2023,CDO-23-0670
Madera,2013,Methadone Program,61,F,,,5/4/2023,CDO-23-0670
Madera,2014,Methadone Program,106,F,,,5/4/2023,CDO-23-0670
Madera,2015,Methadone Program,115,F,,,5/4/2023,CDO-23-0670
Madera,2016,Methadone Program,136,F,,,5/4/2023,CDO-23-0670
Madera,2017,Methadone Program,131,F,,,5/4/2023,CDO-23-0670
Madera,2018,Methadone Program,92,F,,,5/4/2023,CDO-23-0670
Madera,2019,Methadone Program,106,F,,,5/4/2023,CDO-23-0670
Madera,2020,Methadone Program,96,F,,,5/4/2023,CDO-23-0670
Madera,2021,Methadone Program,29,F,,,5/4/2023,CDO-23-0670
Madera,2022,Methadone Program,13,F,,,1/10/2025,CDO-25-0612
Madera,2023,Methadone Program,30,F,,,10/17/2025,
Madera,2024,Methadone Program,92,F,,,10/17/2025,
Marin,2010,Methadone Program,90,F,,,5/4/2023,CDO-23-0670
Marin,2011,Methadone Program,92,F,,,5/4/2023,CDO-23-0670
Marin,2012,Methadone Program,96,F,,,5/4/2023,CDO-23-0670
Marin,2013,Methadone Program,98,F,,,5/4/2023,CDO-23-0670
Marin,2014,Methadone Program,182,F,,,5/4/2023,CDO-23-0670
Marin,2015,Methadone Program,214,F,,,5/4/2023,CDO-23-0670
Marin,2016,Methadone Program,218,F,,,5/4/2023,CDO-23-0670
Marin,2017,Methadone Program,239,F,,,5/4/2023,CDO-23-0670
Marin,2018,Methadone Program,253,F,,,5/4/2023,CDO-23-0670
Marin,2019,Methadone Program,217,F,,,5/4/2023,CDO-23-0670
Marin,2020,Methadone Program,178,F,,,5/4/2023,CDO-23-0670
Marin,2021,Methadone Program,186,F,,,5/4/2023,CDO-23-0670
Marin,2022,Methadone Program,219,F,,,1/10/2025,CDO-25-0612
Marin,2023,Methadone Program,204,F,,,10/17/2025,
Marin,2024,Methadone Program,179,F,,,10/17/2025,
Mariposa,2023,Methadone Program,,F,1,cell suppressed for small numbers,10/17/2025,
Mariposa,2024,Methadone Program,,F,1,cell suppressed for small numbers,10/17/2025,
Mendocino,2010,Methadone Program,14,F,,,5/4/2023,CDO-23-0670
Mendocino,2011,Methadone Program,12,F,,,5/4/2023,CDO-23-0670
Mendocino,2012,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Mendocino,2013,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Mendocino,2014,Methadone Program,23,F,,,5/4/2023,CDO-23-0670
Mendocino,2015,Methadone Program,41,F,,,5/4/2023,CDO-23-0670
Mendocino,2016,Methadone Program,33,F,,,5/4/2023,CDO-23-0670
Mendocino,2017,Methadone Program,26,F,,,5/4/2023,CDO-23-0670
Mendocino,2018,Methadone Program,29,F,,,5/4/2023,CDO-23-0670
Mendocino,2019,Methadone Program,42,F,,,5/4/2023,CDO-23-0670
Mendocino,2020,Methadone Program,47,F,,,5/4/2023,CDO-23-0670
Mendocino,2021,Methadone Program,70,F,,,5/4/2023,CDO-23-0670
Mendocino,2022,Methadone Program,140,F,,,1/10/2025,CDO-25-0612
Mendocino,2023,Methadone Program,163,F,,,10/17/2025,
Mendocino,2024,Methadone Program,225,F,,,10/17/2025,
Merced,2023,Methadone Program,372,F,,,10/17/2025,
Merced,2024,Methadone Program,367,F,,,10/17/2025,
Merced/Mariposa,2010,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Merced/Mariposa,2011,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Merced/Mariposa,2012,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Merced/Mariposa,2013,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Merced/Mariposa,2014,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Merced/Mariposa,2015,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Merced/Mariposa,2016,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Merced/Mariposa,2017,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Merced/Mariposa,2018,Methadone Program,0,F,,,5/4/2023,CDO-23-0670
Merced/Mariposa,2019,Methadone Program,0,F,,,5/4/2023,CDO-23-0670
Merced/Mariposa,2020,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Merced/Mariposa,2021,Methadone Program,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Merced/Mariposa,2022,Methadone Program,345,F,,,1/10/2025,CDO-25-0612
Modoc,2024,Methadone Program,,F,1,cell suppressed for small numbers,10/17/2025,
Monterey,2010,Methadone Program,177,F,,,5/4/2023,CDO-23-0670
Monterey,2011,Methadone Program,183,F,,,5/4/2023,CDO-23-0670
Monterey,2012,Methadone Program,188,F,,,5/4/2023,CDO-23-0670
Monterey,2013,Methadone Program,183,F,,,5/4/2023,CDO-23-0670
Monterey,2014,Methadone Program,281,F,,,5/4/2023,CDO-23-0670
Monterey,2015,Methadone Program,309,F,,,5/4/2023,CDO-23-0670
Monterey,2016,Methadone Program,334,F,,,5/4/2023,CDO-23-0670
Monterey,2017,Methadone Program,376,F,,,5/4/2023,CDO-23-0670
Monterey,2018,Methadone Program,377,F,,,5/4/2023,CDO-23-0670
Monterey,2019,Methadone Program,381,F,,,5/4/2023,CDO-23-0670
Monterey,2020,Methadone Program,386,F,,,5/4/2023,CDO-23-0670
Monterey,2021,Methadone Program,411,F,,,5/4/2023,CDO-23-0670
Monterey,2022,Methadone Program,423,F,,,1/10/2025,CDO-25-0612
Monterey,2023,Methadone Program,409,F,,,10/17/2025,
Monterey,2024,Methadone Program,408,F,,,10/17/2025,
Napa,2010,Methadone Program,29,F,,,5/4/2023,CDO-23-0670
Napa,2011,Methadone Program,24,F,,,5/4/2023,CDO-23-0670
Napa,2012,Methadone Program,27,F,,,5/4/2023,CDO-23-0670
Napa,2013,Methadone Program,23,F,,,5/4/2023,CDO-23-0670
Napa,2014,Methadone Program,50,F,,,5/4/2023,CDO-23-0670
Napa,2015,Methadone Program,63,F,,,5/4/2023,CDO-23-0670
Napa,2016,Methadone Program,52,F,,,5/4/2023,CDO-23-0670
Napa,2017,Methadone Program,64,F,,,5/4/2023,CDO-23-0670
Napa,2018,Methadone Program,60,F,,,5/4/2023,CDO-23-0670
Napa,2019,Methadone Program,47,F,,,5/4/2023,CDO-23-0670
Napa,2020,Methadone Program,54,F,,,5/4/2023,CDO-23-0670
Napa,2021,Methadone Program,37,F,,,5/4/2023,CDO-23-0670
Napa,2022,Methadone Program,29,F,,,1/10/2025,CDO-25-0612
Napa,2023,Methadone Program,24,F,,,10/17/2025,
Napa,2024,Methadone Program,25,F,,,10/17/2025,
