X,Y,OBJECTID,County_Code,Application_Number,Legal_Entity_Name,Facility_Name,Facility_Address1,Facility_Address2,Additional_Facility_Locations,Facility_City,Facility_State,Facility_Zip,Facility_Phone,Type_of_Application,Program_Code,Treatment_Capacity,Total_Capacity,Expiration_Date,Target_Population,Incident_Medical_Services,Adolescent_Waiver,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,Latitude,Longitude,CountyName
-117.885700826,34.0799241300001,413,19,190442AN,"CENTER FOR INTEGRATED FAMILY AND HEALTH SERVICES, INCORPORATED",CENTER FOR INTEGRATED FAMILY AND HEALTH SERVICES (THE FAMILY CENTER),540 SOUTH EREMLAND DRIVE,SUITES A-D,,COVINA,CA,91723,(626) 966-1577,Certified,NON,0,0,7/31/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.079922788814,-117.886309771745,Los Angeles County
-118.068469985,33.904920008,414,19,190386CN,"HELPLINE YOUTH COUNSELING, INC.",HELPLINE YOUTH COUNSELING ,12440 E. FIRESTONE BLVD,SUITE 316,,NORWALK,CA,90650,(562) 864-3722,Certified,NON,0,0,12/31/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.905296690718,-118.068257420356,Los Angeles County
-118.344661993,34.199420984,415,19,190462CN,ABSOLUTE CONTROL TRANSITIONAL COUNSELING CENTER INC.,ABSOLUTE CONTROL,3111 WINONA AVE,SUITE 201,,BURBANK,CA,91504,(626) 792-8797,Certified,NON,0,0,3/31/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.199309420865,-118.344663418059,Los Angeles County
-118.29325796,34.0613543170001,416,19,190473AN,CHILDREN'S HOSPITAL LOS ANGELES,"SUBSTANCE USE PREVENTION AND TREATMENT PROGRAM, DIVISION OF ADOLESCENT MEDICINE, CHLA",3250 WILSHIRE BOULEVARD,SUITE 300,,LOS ANGELES,CA,90010,(323) 361-2463,Certified,NON,0,0,5/31/2027,1.4 --- WOMEN/CHILDREN,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.061706021457,-118.293263157035,Los Angeles County
-118.31050951,33.9312471470001,417,19,190504AN,"NEW HOPE DRUG AND ALCOHOL TREATMENT PROGRAM, INC.","NEW HOPE DRUG AND ALCOHOL TREATMENT PROGRAM, INC.",1837 WEST IMPERIAL HIGHWAY,,1841 AND 1841 1/2 WEST IMPERIAL HIGHWAY,LOS ANGELES,CA,90047,(323) 750-2850,Certified,NON,0,0,2/28/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.93105914068,-118.31051051538,Los Angeles County
-118.26099107,33.7715065960001,418,19,190511CP,"TRANSCULTURAL HEALTH DEVELOPMENT, INC.",COASTAL COMPREHENSIVE TREATMENT CENTER,117 EAST HARRY BRIDGES BOULEVARD,,,WILMINGTON,CA,90744,(310) 549-8383,Certified,NON-DETOX,0,0,3/31/2027,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.771342227129,-118.260982520069,Los Angeles County
-118.767002038,34.027206988,419,19,190516AP,FEDERAL RECOVERY SYSTEMS LLC,PASSAGES EAST,6439 (B) SYCAMORE MEADOWS DRIVE,,,MALIBU,CA,90265,(310) 589-2880,Licensed,RES-DETOX,5,5,12/31/2025,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.027491972794,-118.766200560502,Los Angeles County
-118.767754984,34.027269475,420,19,190516BP,FEDERAL RECOVERY SYSTEMS LLC,PASSAGES NORTHEAST,6428 - B MEADOWS COURT,,,MALIBU,CA,90265,(310) 589-2880,Licensed,RES-DETOX,6,6,12/31/2027,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0273607541,-118.767973416842,Los Angeles County
-118.244701679,34.042693141,421,19,190541AN,WEINGART CENTER ASSOCIATION,WEINGART CENTER ASSOCIATION/EPIC,554 SOUTH SAN PEDRO STREET,,"566 SOUTH SAN PEDRO STREET, 8TH FLOOR",LOS ANGELES,CA,90013,(213) 627-9000,Licensed,RES,35,35,1/31/2027,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.042791209204,-118.244835118877,Los Angeles County
-118.513720035,34.41283501,422,19,190459AN,CHILD & FAMILY CENTER,C&FC PATHWAYS TO RECOVERY,21545 CENTRE POINTE PARKWAY,,,SANTA CLARITA,CA,91350,(661) 259-9439,Certified,NON,0,0,2/28/2027,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.412345841719,-118.514141979867,Los Angeles County
-118.423229763,34.039318671,423,19,190577HP,"AUTHENTIC RECOVERY, LLC",CASA PALMERA LOS ANGELES,10700 CUSHDON AVENUE,,,LOS ANGELES,CA,90064,(562) 395-4802,Licensed and Certified,RES-DETOX,6,6,10/31/2027,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.039499049093,-118.423329088103,Los Angeles County
-118.428278267,34.045697299,424,19,190577EP,"AUTHENTIC RECOVERY, LLC",CASA PALMERA LOS ANGELES,2203 OVERLAND AVENUE,,,LOS ANGELES,CA,90064,(424) 781-4705,Licensed and Certified,RES-DETOX,6,6,10/31/2027,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.045864936917,-118.428084309412,Los Angeles County
-117.867082692,34.1003874570001,425,19,190551AP,"AURORA CHARTER OAK - LOS ANGELES, LLC",CHARTER OAK RECOVERY CENTER,1161 EAST COVINA BOULEVARD ,BUILDING C,,COVINA,CA,91724,(626) 859-5207,Licensed and Certified,RES,12,12,11/30/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.099449941004,-117.867092414697,Los Angeles County
-118.767962437,34.0290468580001,426,19,190650AP,6390 MEADOWS COURT LLC,PASSAGES 8,6390 MEADOWS COURT,,,MALIBU,CA,90265,(310) 589-2880,Licensed,RES-DETOX,6,6,9/30/2026,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.029031267403,-118.768260245569,Los Angeles County
-118.36214329,33.961981365,427,19,190604AN,"DIVINE HEALTHCARE SERVICES, INC.","DIVINE HEALTHCARE SERVICES, INC.",405 WEST MANCHESTER BOULEVARD,SUITE A AND 4,,INGLEWOOD,CA,90301,(310) 672-3820,Certified,NON,0,0,5/31/2026,1.5 --- YOUTH/ADOLESCENT,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.961727225204,-118.362142619846,Los Angeles County
-118.760999841,34.027480783,428,19,190612CP,"MALIBU LIGHTHOUSE TREATMENT CENTER, LLC",SUMMIT MALIBU LOWER,27026 SEA VISTA DRIVE,,,MALIBU,CA,90265,(310) 457-9977,Licensed,RES-DETOX,6,6,9/30/2026,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.028722226633,-118.761504263972,Los Angeles County
-118.767962437,34.0290468580001,429,19,190652AP,6390A MEADOWS COURT LLC,PASSAGES 9,6390-B MEADOWS COURT,REAR GUEST HOUSE,,MALIBU,CA,90265,(310) 589-2880,Licensed,RES-DETOX,5,5,9/30/2026,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.029031267403,-118.768260245569,Los Angeles County
-118.284586462,33.9598435180001,430,19,190656AN,YOU CAN HEALTH SERVICES,YOU CAN ALCOHOL AND DRUG COUNSELING AND EDUCATION PROGRAM,600 WEST MANCHESTER AVENUE,SUITE 5,,LOS ANGELES,CA,90044,(310) 349-9778,Certified,NON,0,0,9/30/2026,1.5 --- YOUTH/ADOLESCENT,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.959984837081,-118.284585540315,Los Angeles County
-118.814170779,34.0088996960001,431,30,190695AP,SEASONS RECOVERY CENTERS LLC,SEASONS IN MALIBU,7055 BIRDVIEW AVENUE,,,MALIBU,CA,90265,(424) 234-2060,Licensed,RES-DETOX,6,6,5/31/2026,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.009389199321,-118.813565940975,Los Angeles County
-118.818595083,34.092764577,432,19,190649AP,THE RANCH MALIBU VENTURE 1,"MILESTONES 1, THE RANCH MALIBU VENTURE 1",200 VERA CANYON ROAD,,203 & 221 VERA CANYON ROAD,MALIBU,CA,90265,(818) 879-9110,Licensed,RES,12,15,4/30/2027,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.092444807334,-118.819021302657,Los Angeles County
-118.396902624,34.169761033,433,19,190685CN,"HOLY ADDICTION CARE, INC.",NOHO RECOVERY,5437 LAUREL CANYON BLVD,FLOOR 2,,VALLEY VILLAGE,CA,91607,(424) 405-4741,Certified,NON,0,0,6/30/2027,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.169763128352,-118.396534155308,Los Angeles County
-118.768486725,34.0269616080001,434,19,190695CP,SEASONS RECOVERY CENTERS LLC,SEASONS IN MALIBU II,6437 MEADOWS COURT,,,MALIBU,CA,90265,(424) 234-2060,Licensed,RES-DETOX,6,6,9/30/2026,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.026852894587,-118.76825756336,Los Angeles County
-118.209787029,33.895765419,435,19,190718DN,"JWCH INSTITUTE, INC.",SOLUTION FAMILY RESOURCE CENTER,1218 EAST COMPTON BLVD,,,COMPTON,CA,90221,(310) 608-1505,Certified,NON,0,0,3/31/2027,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.895952586967,-118.209786190749,Los Angeles County
-118.147505465,34.0186033000001,436,19,190713AN,"MELA COUNSELING SERVICES CENTER, INC.","MELA COUNSELING SERVICES CENTER, INC.",5723 WHITTIER BOULEVARD,,,LOS ANGELES,CA,90022-4222,(323) 721-6855,Certified,NON,0,0,3/31/2027,1.10 --- CO-ED/YOUTH,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.018373216511,-118.147554750623,Los Angeles County
-118.269953084,33.9955006370001,437,19,190718AN,"JWCH INSTITUTE, INC.",MINI HOUSE RESIDENTIAL TREATMENT,303 EAST 52ND STREET,,,LOS ANGELES,CA,90011,(323) 813-0200,Licensed and Certified,RES,31,41,4/30/2027,1.3 --- WOMEN ONLY,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.995284300295,-118.269950905009,Los Angeles County
-117.989785959,34.0802099950001,438,19,190716BN,"EGGLESTON YOUTH CENTERS, INC.",EGGLESTON SUBSTANCE ABUSE AND EDUCATION PROGRAM,13001 RAMONA BOULEVARD,SUITES E & J,,IRWINDALE,CA,91706,(626) 472-6000,Certified,NON,0,0,10/31/2027,1.5 --- YOUTH/ADOLESCENT,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.079637175463,-117.989649501624,Los Angeles County
-118.314343308,34.0945588490001,439,19,190725AP,LA FUENTE HOLLYWOOD TREATMENT CENTER LLC,LA FUENTE HOLLYWOOD TREATMENT CENTER LLC,5718 FOUNTAIN AVENUE,,5718 1/2 FOUNTAIN AVENUE,LOS ANGELES,CA,90028,(323) 464-2947,Licensed and Certified,RES-DETOX,10,10,9/30/2027,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.09470980712,-118.314344816988,Los Angeles County
-118.322483226,34.09999707,440,19,190725BP,LA FUENTE HOLLYWOOD TREATMENT CENTER LLC,LA FUENTE HOLLYWOOD TREATMENT CENTER ,1601 NORTH GOWER STREET,SUITE 101 & 201,,LOS ANGELES,CA,90028,(323) 464-2947,Certified,NON,0,0,5/31/2027,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.099998075562,-118.322357832604,Los Angeles County
-118.267915527,34.0291165950001,441,19,190728CN,HEALTHRIGHT 360,HEALTHRIGHT 360,145 WEST 22ND STREET,,,LOS ANGELES,CA,90007,(213) 351-2832,Certified,NON,0,0,7/31/2027,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.02901852691,-118.267957688434,Los Angeles County
-118.277066638,34.0608957850001,442,19,190728BN,HEALTHRIGHT 360,HEALTHRIGHT 360,2307 WEST 6TH STREET,,,LOS ANGELES,CA,90057,(213) 351-2800,Licensed,RES,200,200,9/30/2026,1.2 --- MEN ONLY,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.060595545015,-118.27720091598,Los Angeles County
-118.095730617,34.149632647,443,19,190728DN,HEALTHRIGHT 360,PROTOTYPES OUTPATIENT BEHAVIORAL HEALTH SERVICES CENTER,2650 EAST FOOTHILL BOULEVARD,,,PASADENA,CA,91107,(626) 577-2261,Certified,NON,0,0,2/28/2026,1.8 --- DUAL DIAGNOSIS,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.14986130509,-118.095734053336,Los Angeles County
-117.735386816,34.0908388350001,444,19,190728EN,HEALTHRIGHT 360,"PROTOTYPES OUTPATIENT BEHAVIORAL HEALTH SERVICES CENTER, POMONA",831 E. ARROW HIGHWAY,,,POMONA,CA,91767,(909) 398-4383,Certified,NON,0,0,1/31/2026,1.8 --- DUAL DIAGNOSIS,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.090311948252,-117.735381954226,Los Angeles County
-117.734742247,34.0913612370001,445,19,190728GN,HEALTHRIGHT 360,PROTOTYPES WOMEN'S CENTER,845 E. ARROW HIGHWAY,,,POMONA,CA,91767,(909) 624-1233,Licensed and Certified,RES-DETOX,164,254,7/31/2026,1.4 --- WOMEN/CHILDREN,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.090324479198,-117.73471249162,Los Angeles County
-118.239203356,33.923522119,446,19,190728HN,HEALTHRIGHT 360,MLK JR. BEHAVIORAL HEALTH CENTER,12021 SOUTH WILMINGTON AVENUE,"BUILDING 18, SUITE 300",,LOS ANGELES,CA,90059,(424) 454-6042,Licensed,RES-DETOX,99,99,9/30/2026,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.923522119388,-118.239203356414,Los Angeles County
-118.031245815,34.071373598,447,19,190728IN,HEALTHRIGHT 360,HEALTHRIGHT 360,11227 VALLEY BLVD,,,EL MONTE,CA,91731,(626) 444-0705,Certified,NON,0,0,12/31/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.071373598484,-118.031245815352,Los Angeles County
-118.777891639,34.1464294190001,448,19,190729EP,"MALIBU CALIFORNIA MODEL DRUG TREATMENT CENTER, INC.",INSPIRE MALIBU,30101 AGOURA COURT,SUITE 103,,AGOURA HILLS,CA,91301,(818) 532-6243,Certified,NON-DETOX,0,0,5/31/2027,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.146104536087,-118.778051733402,Los Angeles County
-118.09886218,34.148350635,449,19,190732BP,"PAX HOUSE, INC.",PAX HOUSE,2465 EAST WALNUT STREET,,,PASADENA,CA,91107,(626) 380-4366,Certified,NON,0,0,4/30/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.148048550891,-118.098862598696,Los Angeles County
-118.762355027,34.13104586,450,19,190729FP,"MALIBU CALIFORNIA MODEL DRUG TREATMENT CENTER, INC.",INSPIRE MALIBU,3875 KANAN ROAD,,3701 KANAN ROAD,AGOURA HILLS,CA,91301,(818) 532-6243,Licensed,RES-DETOX,12,12,5/31/2027,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.130669009933,-118.762235668843,Los Angeles County
-118.321194005,33.9597790190001,451,19,190730AN,FAMILIES FOR CHILDREN INC.,FFC SPIRITUAL AND BEHAVIORAL HEALTH CENTER,2504 W. MANCHESTER BOULEVARD,,,INGLEWOOD,CA,90305,(323) 750-5855,Certified,NON,0,0,11/30/2027,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.959889241476,-118.32119475972,Los Angeles County
-118.27262205,34.1051466600001,452,19,190721BP,"SPENCER RECOVERY CENTERS, INC.","SPENCER RECOVERY CENTERS, INC.",2530 HYPERION AVE,,,LOS ANGELES,CA,90027,(800) 334-0394,Certified,NON,0,0,11/30/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.105246907149,-118.272880547807,Los Angeles County
-118.334749638,34.0160219250001,453,19,190745AN,SOUTHERN CALIFORNIA HEALTH & REHABILITATION PROGRAM,SCHARP - OASIS HOUSE,3850 CRENSHAW BOULEVARD,,,LOS ANGELES,CA,90008,(323) 751-2677,Certified,NON,0,0,6/30/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.016022511765,-118.33484477286,Los Angeles County
-118.194591812,33.913434722,454,19,190753AP,"HOPE ALIVE COUNSELING CENTERS, LLC","HOPE ALIVE COUNSELING CENTERS, LLC",4242 LAVINIA AVENUE,,,LYNWOOD,CA,90262,(562) 381-2334,Licensed and Certified,RES,6,6,8/31/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.913769579452,-118.194495000967,Los Angeles County
-118.465411523,34.0391314190001,455,19,190746AP,"THE CANYON AT SANTA MONICA, LLC",THE CANYON AT SANTA MONICA,12304 SANTA MONICA BOULEVARD,SUITE 112,,LOS ANGELES,CA,90025,(424) 832-7368,Certified,NON,0,0,4/30/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.039540623333,-118.465604976968,Los Angeles County
-118.13225761,33.7835727230001,456,19,190736BP,"ADVANCES IN MENTAL HEALTH AND ADDICTIONS TREATMENT, INC.","ADVANCES IN MENTAL HEALTH AND ADDICTIONS TREATMENT, INC.",5199 E. PACIFIC COAST HIGHWAY,SUITE 330N,,LONG BEACH,CA,90804,(562) 365-2020,Certified,NON,0,0,3/31/2027,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.782921616818,-118.132780975724,Los Angeles County
-118.438702588,34.040267795,457,19,190760BP,"VISIONS TREATMENT CENTERS, LLC",INTENSIVE OUTPATIENT PROGRAM,2142 PONTIUS AVENUE,3RD FLOOR,,LOS ANGELES,CA,90025,(310) 476-0033,Certified,NON,0,0,6/30/2027,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.040205350164,-118.438771906513,Los Angeles County
-118.523689051,34.1973329680001,458,19,190764AP,"THE DISCOVERY HOUSE, LLC",THE DISCOVERY HOUSE RESIDENTIAL TREATMENT,6957 ENFIELD AVENUE,,6956 BERTRAND AVENUE AND 6953 ENFIELD AVENUE,RESEDA,CA,91335,(818) 654-4907,Licensed,RES-DETOX,30,30,1/31/2027,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.197335985581,-118.523463159112,Los Angeles County
-118.20916769,33.8962982150001,459,19,190753BP,"HOPE ALIVE COUNSELING CENTERS, LLC","HOPE ALIVE COUNSELING CENTERS, LLC",1301 E. COMPTON BOULEVARD,SUITES 202 & 203,,COMPTON,CA,90221,(310) 710-2280,Certified,NON,0,0,8/31/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.896121943321,-118.209168109209,Los Angeles County
-118.517852984,34.1941490180001,460,19,190764EP,DISCOVERY TRANSITIONS OUTPATIENT,DISCOVERY TRANSITIONS OUTPATIENT,17635 VANOWEN STREET,,,VAN NUYS,CA,91406,(818) 357-2382,Certified,NON,0,0,2/28/2027,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.193909295925,-118.517852396945,Los Angeles County
-118.121251081,34.1703294100001,461,19,190769AP,ELIJAH'S HOUSE TX CORP.,ELIJAH'S HOUSE TREATMENT CENTER,1408 NORTH HILL AVENUE,,,PASADENA,CA,91104,(833) 805-4544,Licensed,RES-DETOX,6,6,1/31/2027,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.170324799684,-118.121521649007,Los Angeles County
-118.252634899,34.0218327630001,462,19,190751AN,"MOTIVATIONAL RECOVERY SERVICES, INC.","MOTIVATIONAL RECOVERY SERVICES, INC.",2116 S. CENTRAL AVENUE ,,2118 S. CENTRAL AVENUE ,LOS ANGELES,CA,90011,(213) 493-4664,Certified,NON,0,0,7/31/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.021964359107,-118.252779319069,Los Angeles County
-118.132858089,34.1484554080001,463,19,190769DP,ELIJAH'S HOUSE TX CORP.,ELIJAH'S HOUSE IOP CENTER,155 NORTH LAKE AVENUE,SUITE 807,,"PASADENA,",CA,91101,(877) 557-4477,Certified,NON,0,0,10/31/2027,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.148460856708,-118.132388367379,Los Angeles County
-118.21016279,34.0573675480001,464,19,190774BP,"EXODUS RECOVERY, INC.","EXODUS RECOVERY, INC.",1902 MARENGO ST.,SUITE 200A,,LOS ANGELES,CA,90033,(310) 945-8815,Certified,NON,0,0,12/31/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.057730233324,-118.210000851289,Los Angeles County
-118.686005193,34.0364048700001,465,19,190773BP,"JAMES & BENTZ, INC.",THE POINTE MALIBU OUTPATIENT CENTER,23410 CIVIC CENTER WAY,SUITE E-4A,,MALIBU,CA,90265,(310) 924-0780,Certified,NON,0,0,6/30/2027,1.8 --- DUAL DIAGNOSIS,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.03682698218,-118.686039223655,Los Angeles County
-118.195207798,33.943359625,466,19,190785AN,"COMPATIOR, INC.","COMPATIOR, INC.",4363 TWEEDY BLVD.,,,SOUTH GATE,CA,90280,(323) 378-2009,Certified,NON,0,0,5/31/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.943097439568,-118.195239816883,Los Angeles County
-118.495993064,34.200759029,467,19,190780BN,"SAN FERNANDO VALLEY COMMUNITY MENTAL HEALTH CENTER, INCORPORATED",CORNERSTONE,16650 SHERMAN WAY,SUITE 102,,VAN NUYS,CA,91406,(818) 901-4836,Certified,NON,0,0,9/30/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.201077289973,-118.495994237483,Los Angeles County
-118.365240655,34.0835035800001,468,19,190788AP,"BREATHE WEHO TREATMENT SERVICES, LLC",BREATHE LIFE HEALING CENTER,8060 MELROSE AVENUE,3RD FLOOR,, LOS ANGELES,CA,90046,(800) 929-5904,Certified,NON,0,0,9/30/2027,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.083728047127,-118.365247276782,Los Angeles County
-118.427896722,34.0080251700001,469,19,190786DP,"ACADIA MALIBU, INC.","ACADIA MALIBU, INC.",3743 S. BARRINGTON AVENUE,,3743 1/2 AND 3744 S. BARRINGTON AVENUE,LOS ANGELES,CA,90066,(866) 984-1348,Licensed,RES-DETOX,18,18,4/30/2026,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.008300683465,-118.427528002499,Los Angeles County
-118.859383854,34.035797098,470,19,190773CP,"JAMES & BENTZ, INC.",THE POINTE MALIBU RECOVERY,31450 BROAD BEACH ROAD,,31454 BROAD BEACH ROAD,MALIBU,CA,90265,(310) 924-0780,Licensed and Certified,RES-DETOX,12,12,8/31/2026,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.036012512648,-118.859360468974,Los Angeles County
-118.371393559,34.114234235,471,19,190788BP,"BREATHE WEHO TREATMENT SERVICES, LLC",BREATHE WEHO TREATMENT SERVICES,8001 JOVENITA CANYON DRIVE,,"8003, 8006, AND 8020 JOVENITA CANYON DRIVE",LOS ANGELES,CA,90046,(424) 302-2014,Licensed and Certified,RES,24,24,12/31/2027,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.114094257408,-118.371317702518,Los Angeles County
-118.408795706,34.0103006890001,472,19,190798IP,"A NEW START TREATMENT AND RECOVERY CENTER, LLC",MUSE TREATMENT,4111 MILTON AVE,,"4113, 4115, 4117 MILTON AVE",Culver City,CA,90232,(949) 933-2974,Licensed,RES-DETOX,24,24,12/31/2026,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.010439912793,-118.408717838306,Los Angeles County
-118.802789496,34.021879073,473,19,190786EP,"ACADIA MALIBU, INC.","ACADIA MALIBU, INC.",28955 PACIFIC COAST HIGHWAY,UNIT 210,,MALIBU,CA,90265,(866) 984-1348,Certified,NON,0,0,4/30/2027,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.021659299741,-118.802852779069,Los Angeles County
-118.110269028,34.6891141470001,474,19,190795AP,DESIGN FOR CHANGE,DESIGN FOR CHANGE,1066 EAST AVENUE J,,44319 11TH STREET EAST,LANCASTER,CA,93535,(661) 942-1026,Licensed and Certified,RES-DETOX,12,12,6/30/2026,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.689273570985,-118.110269027813,Los Angeles County
-118.159288493,34.6910229160001,475,19,190795BP,DESIGN FOR CHANGE,DESIGN FOR CHANGE ,44501 16TH STREET WEST,SUITE 101,,LANCASTER,CA,93534,(661) 942-1026,Certified,NON,0,0,9/30/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.691027358496,-118.15851023335,Los Angeles County
-118.450470026,34.22620699,476,19,190808AN,"BIENESTAR HUMAN SERVICES, INC.",BIENESTAR DRUG TREATMENT PROGRAM,8551 VESPER AVENUE,,,PANORAMA CITY,CA,91402,(866) 590-6411,Certified,NON,0,0,6/30/2026,1.10 --- CO-ED/YOUTH,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.226208079712,-118.450331389182,Los Angeles County
-118.56790116,34.162876641,477,19,190807BP,"THE VILLA TREATMENT CENTER, LLC",THE VILLA TREATMENT CENTER,5051 HOOD DRIVE,,"18125 LAKE ENCINO DRIVE, ENCINO, CA 91316 ",WOODLAND HILLS,CA,91364,(747) 226-0187,Licensed and Certified,RES-DETOX,12,12,9/30/2026,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.162745044643,-118.567908703614,Los Angeles County
-117.749180243,34.054851301,478,19,190808BN,"BIENESTAR HUMAN SERVICES, INC.",BIENESTAR HUMAN SERVICES,180 E. MISSION BLVD,,,POMONA,CA,91766,(866) 590-6411,Certified,NON,0,0,4/30/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.055106027077,-117.749182171071,Los Angeles County
-118.449859572,34.1843972610001,479,19,190811AN,"THE TEEN PROJECT, INC.",FREEHAB,14530 SYLVAN STREET,,,VAN NUYS,CA,91411,(818) 582-8832,Licensed and Certified,RES-DETOX,24,24,7/31/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.184621979568,-118.44985982331,Los Angeles County
